qbin,tbin,q,duration_s,impact_over_sigma,n,regime,granularity,variant,method,seed,primary
0,0,7.967703876535514e-07,2.6077225942973525,0.0033743104512746927,2455,stress,aggressive,random_n6,random_traders,71,True
0,1,8.287965632049843e-07,12.153138736363637,0.00411802527935632,2200,stress,aggressive,random_n6,random_traders,71,True
0,2,8.449444976239518e-07,27.890011725945946,0.003952197260535187,1850,stress,aggressive,random_n6,random_traders,71,True
0,3,8.620627858923834e-07,55.82526747505423,0.0033354198675065736,1383,stress,aggressive,random_n6,random_traders,71,True
0,4,9.020542738914814e-07,125.17400215675676,0.0031389422676389948,740,stress,aggressive,random_n6,random_traders,71,True
1,0,3.1477071501072804e-06,2.8838861026865668,0.004534621805749295,1675,stress,aggressive,random_n6,random_traders,71,True
1,1,3.2903284332642995e-06,12.269044180851063,0.006135034222169814,1974,stress,aggressive,random_n6,random_traders,71,True
1,2,3.356315622449404e-06,28.059690857142858,0.006948901417856229,1897,stress,aggressive,random_n6,random_traders,71,True
1,3,3.43833313105773e-06,56.69618496315486,0.006511122997760198,1737,stress,aggressive,random_n6,random_traders,71,True
1,4,3.6118513128311647e-06,140.8220936802974,0.006713038144130769,1345,stress,aggressive,random_n6,random_traders,71,True
2,0,1.1734661503684654e-05,2.6192607209926226,0.004183823525812096,1491,stress,aggressive,random_n6,random_traders,71,True
2,1,1.1680865065029524e-05,12.42722002082019,0.006278408567364799,1585,stress,aggressive,random_n6,random_traders,71,True
2,2,1.1759331782735971e-05,28.373669310421285,0.0068030744360347275,1804,stress,aggressive,random_n6,random_traders,71,True
2,3,1.1761327966390472e-05,57.38518629016913,0.008038846285539001,1892,stress,aggressive,random_n6,random_traders,71,True
2,4,1.2021678936843947e-05,152.8995914849138,0.008277496492017736,1856,stress,aggressive,random_n6,random_traders,71,True
3,0,4.197230188655286e-05,2.4985145924834193,0.005830130483478378,1357,stress,aggressive,random_n6,random_traders,71,True
3,1,4.2370758984155936e-05,12.625691637407156,0.007669262366435777,1481,stress,aggressive,random_n6,random_traders,71,True
3,2,4.266040790262239e-05,28.71161123224568,0.00929275161803962,1563,stress,aggressive,random_n6,random_traders,71,True
3,3,4.324421710613361e-05,57.34332347309536,0.010387980358850203,1877,stress,aggressive,random_n6,random_traders,71,True
3,4,4.325939215777892e-05,167.6144031948936,0.012204891495996656,2350,stress,aggressive,random_n6,random_traders,71,True
4,0,0.0007986015378075123,2.157716303636364,0.007986020733322014,1650,stress,aggressive,random_n6,random_traders,71,True
4,1,0.0006993495566658749,12.380341363832853,0.011470115882488092,1388,stress,aggressive,random_n6,random_traders,71,True
4,2,0.0007605459824620107,28.69832162681638,0.013677199223298062,1514,stress,aggressive,random_n6,random_traders,71,True
4,3,0.0006492822972811042,57.64090627659575,0.015060841639310313,1739,stress,aggressive,random_n6,random_traders,71,True
4,4,0.0006820377196637408,182.332912957638,0.017483932734527825,2337,stress,aggressive,random_n6,random_traders,71,True
