phi,mean_impact_bps,sem_iid,n,regime,granularity,variant,method,seed,primary
0.15000000000000002,1.2351886322146566,0.014600736951811858,21259,normal,fill,random_n6,random_traders,7,True
0.2,1.356626444917368,0.015459973212001024,21259,normal,fill,random_n6,random_traders,7,True
0.25,1.459305617161171,0.01620831613441688,21259,normal,fill,random_n6,random_traders,7,True
0.30000000000000004,1.552216796606734,0.016792181001729873,21259,normal,fill,random_n6,random_traders,7,True
0.35000000000000003,1.641817883162625,0.01729319640210528,21259,normal,fill,random_n6,random_traders,7,True
0.4,1.723542350351637,0.017715168089402013,21259,normal,fill,random_n6,random_traders,7,True
0.45,1.8082658174868529,0.01825093825293717,21259,normal,fill,random_n6,random_traders,7,True
0.5,1.8894920728359197,0.018678047656595875,21259,normal,fill,random_n6,random_traders,7,True
0.55,1.9743840253379434,0.01919365783950025,21259,normal,fill,random_n6,random_traders,7,True
0.6000000000000001,2.0533298961762405,0.01963472254991644,21259,normal,fill,random_n6,random_traders,7,True
0.65,2.1337835019897677,0.020078768065280563,21259,normal,fill,random_n6,random_traders,7,True
0.7000000000000001,2.2190376680020423,0.020604281765121146,21259,normal,fill,random_n6,random_traders,7,True
0.75,2.31187292810106,0.02113499319484402,21259,normal,fill,random_n6,random_traders,7,True
0.8,2.41049873131136,0.02168939041673452,21259,normal,fill,random_n6,random_traders,7,True
0.8500000000000001,2.5228582901967864,0.022277040602197207,21259,normal,fill,random_n6,random_traders,7,True
0.9,2.6622461040534553,0.023048659796827447,21259,normal,fill,random_n6,random_traders,7,True
0.9500000000000001,2.8528404358382313,0.023992916117071002,21259,normal,fill,random_n6,random_traders,7,True
1.0,3.615656551492847,0.027283868336272558,21259,normal,fill,random_n6,random_traders,7,True
0.0,0.0,0.0,21152,normal,fill,random_n6,random_traders,23,True
0.05,0.8794249617893468,0.012017038513324155,21152,normal,fill,random_n6,random_traders,23,True
0.1,1.0923099873995998,0.013698993367229769,21152,normal,fill,random_n6,random_traders,23,True
0.15000000000000002,1.2375933486039927,0.014715374347776032,21152,normal,fill,random_n6,random_traders,23,True
0.2,1.3555346689658956,0.015486992272622973,21152,normal,fill,random_n6,random_traders,23,True
0.25,1.4571226312493928,0.016176033097812435,21152,normal,fill,random_n6,random_traders,23,True
0.30000000000000004,1.5476265722427656,0.016737761809780385,21152,normal,fill,random_n6,random_traders,23,True
0.35000000000000003,1.6335714358964228,0.017233174223097933,21152,normal,fill,random_n6,random_traders,23,True
0.4,1.713535516067966,0.017674374586982042,21152,normal,fill,random_n6,random_traders,23,True
0.45,1.794326688340547,0.018085808477736172,21152,normal,fill,random_n6,random_traders,23,True
0.5,1.8766797059301255,0.018523906836641006,21152,normal,fill,random_n6,random_traders,23,True
0.55,1.9593285842481765,0.01901591538507181,21152,normal,fill,random_n6,random_traders,23,True
0.6000000000000001,2.0398943522890924,0.01946100877708655,21152,normal,fill,random_n6,random_traders,23,True
0.65,2.1218418366677088,0.01996191387684879,21152,normal,fill,random_n6,random_traders,23,True
0.7000000000000001,2.206667135194642,0.020453814286511426,21152,normal,fill,random_n6,random_traders,23,True
0.75,2.296380270006803,0.02088425434460468,21152,normal,fill,random_n6,random_traders,23,True
0.8,2.398827791713113,0.02144594210905674,21152,normal,fill,random_n6,random_traders,23,True
0.8500000000000001,2.504459183508396,0.022066832381182497,21152,normal,fill,random_n6,random_traders,23,True
0.9,2.6426246928488584,0.022818525138449272,21152,normal,fill,random_n6,random_traders,23,True
0.9500000000000001,2.8339261500745976,0.02379116686504161,21152,normal,fill,random_n6,random_traders,23,True
1.0,3.5916823597661582,0.027062896395667262,21152,normal,fill,random_n6,random_traders,23,True
0.0,0.0,0.0,21099,normal,fill,random_n6,random_traders,71,True
0.05,0.891419791281061,0.012041144308016168,21099,normal,fill,random_n6,random_traders,71,True
0.1,1.107907584985102,0.013688198365619046,21099,normal,fill,random_n6,random_traders,71,True
0.15000000000000002,1.256930362885458,0.014725672792050672,21099,normal,fill,random_n6,random_traders,71,True
0.2,1.370922065048225,0.01547227209782859,21099,normal,fill,random_n6,random_traders,71,True
0.25,1.4696280010437126,0.016079055066888906,21099,normal,fill,random_n6,random_traders,71,True
0.30000000000000004,1.5608441838512144,0.01665352334390193,21099,normal,fill,random_n6,random_traders,71,True
0.35000000000000003,1.6447883907170056,0.017169278812598145,21099,normal,fill,random_n6,random_traders,71,True
0.4,1.7305476812458145,0.01767405226808274,21099,normal,fill,random_n6,random_traders,71,True
0.45,1.8118100969999889,0.01817705094389265,21099,normal,fill,random_n6,random_traders,71,True
0.5,1.8959014287707046,0.018614950165673966,21099,normal,fill,random_n6,random_traders,71,True
0.55,1.9786238437227226,0.019067127506563707,21099,normal,fill,random_n6,random_traders,71,True
0.6000000000000001,2.058983296490769,0.01956873621646364,21099,normal,fill,random_n6,random_traders,71,True
0.65,2.1393603583921106,0.020033494156318235,21099,normal,fill,random_n6,random_traders,71,True
0.7000000000000001,2.222454891860919,0.02049315819760471,21099,normal,fill,random_n6,random_traders,71,True
0.75,2.3080563436252515,0.021018582046154265,21099,normal,fill,random_n6,random_traders,71,True
0.8,2.402405506296256,0.02153283302016371,21099,normal,fill,random_n6,random_traders,71,True
0.8500000000000001,2.512895116842465,0.022152688266855236,21099,normal,fill,random_n6,random_traders,71,True
0.9,2.6613604797976285,0.022937356849467884,21099,normal,fill,random_n6,random_traders,71,True
0.9500000000000001,2.8545940191844084,0.023876083912405956,21099,normal,fill,random_n6,random_traders,71,True
1.0,3.620254534720217,0.027083489131398443,21099,normal,fill,random_n6,random_traders,71,True
0.0,0.0,0.0,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.05,0.10901183703613791,0.17185624009305187,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.1,0.14822808691021286,0.18606918803029654,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.15000000000000002,0.2312179724452184,0.19179787261422743,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.2,0.3486013706364554,0.19646019026651979,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.25,0.356779569469904,0.20603855442583463,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.30000000000000004,0.4259485993858365,0.220197805119089,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.35000000000000003,0.44702828887009066,0.23081289851090708,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.4,0.47925112201973424,0.24276848673863538,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.45,0.5430313548526903,0.24854367591673857,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.5,0.5958574717250267,0.2553849906918598,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.55,0.6831369480773022,0.2666537034301133,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.6000000000000001,0.731942839679893,0.27591900465907204,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.65,0.7624128647023529,0.28198170389829313,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.7000000000000001,0.8227296254218301,0.28856423925304875,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.75,0.8737404118200532,0.2954173729310246,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.8,0.935944458503319,0.30743062877189586,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.8500000000000001,0.9564580173866192,0.3150240304056164,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.9,1.0466640496234576,0.3057395672866021,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.9500000000000001,1.0694222456793547,0.31940950752662745,174,normal,fill,threshold_wait5s,time_threshold,7,True
1.0,1.2996035252407419,0.37155451244193716,174,normal,fill,threshold_wait5s,time_threshold,7,True
0.0,0.0,0.0,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.05,0.28433123902000423,0.12935935553512085,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.1,0.3081919703009368,0.14698425898356327,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.15000000000000002,0.4588768302632483,0.17700670340236352,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.2,0.5176355434406836,0.18422960813533137,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.25,0.5950962150999033,0.18901577160701846,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.30000000000000004,0.6627165969197485,0.19789529716848278,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.35000000000000003,0.6914343500234682,0.20527545563248964,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.4,0.7457351952619232,0.2118467030845257,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.45,0.7924530782907604,0.21823750568265107,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.5,0.8032957267290834,0.22642852198081379,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.55,0.8667224810023256,0.23370563553383583,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.6000000000000001,0.995371684019748,0.23987935161157015,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.65,1.0691564353725358,0.25143188527627663,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.7000000000000001,1.1718428644683463,0.26484444508004557,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.75,1.2418207144916324,0.2700662851701951,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.8,1.3073524192060633,0.2750340999943001,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.8500000000000001,1.3454178257820137,0.2854004707612918,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.9,1.4907699803843621,0.30363348036008914,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.9500000000000001,1.6464390586434432,0.32076812263980853,191,normal,fill,threshold_wait5s,time_threshold,23,True
1.0,1.8577991720469262,0.37688802796166154,191,normal,fill,threshold_wait5s,time_threshold,23,True
0.0,0.0,0.0,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.05,0.5070339817001881,0.08362822859945722,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.1,0.6134091378122861,0.10148276294389218,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.15000000000000002,0.7337213058489618,0.1203593168420138,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.2,0.8636938240388459,0.13278171666940505,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.25,0.9314346331217394,0.13905508289105184,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.30000000000000004,0.9974977735057272,0.14513331507648736,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.35000000000000003,1.0530964921069468,0.14494615760193025,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.4,1.1111867346975692,0.1513848274360402,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.45,1.1987124165065,0.16465210766675167,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.5,1.2098932838662844,0.18247414738905252,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.55,1.255326532214751,0.20203267848064088,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.6000000000000001,1.3132594888669678,0.21419893432829729,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.65,1.3646694282510046,0.227464956152369,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.7000000000000001,1.4377045897631262,0.2344529275726008,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.75,1.5297571240408703,0.2442229853665804,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.8,1.6120567581957712,0.25522183680884086,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.8500000000000001,1.6460343587653299,0.26384781211027875,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.9,1.647503331962711,0.2883152509912477,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.9500000000000001,1.659618585383831,0.30104867364261706,182,normal,fill,threshold_wait5s,time_threshold,71,True
1.0,2.3000862888932954,0.326385764172329,182,normal,fill,threshold_wait5s,time_threshold,71,True
0.0,0.0,0.0,9591,stress,aggressive,random_n6,random_traders,7,True
0.05,0.6766529601841135,0.02052763383897463,9591,stress,aggressive,random_n6,random_traders,7,True
0.1,0.9032058867012227,0.024876725963685866,9591,stress,aggressive,random_n6,random_traders,7,True
0.15000000000000002,1.076014478407304,0.02747515022709657,9591,stress,aggressive,random_n6,random_traders,7,True
0.2,1.2130437388151254,0.029309587278916267,9591,stress,aggressive,random_n6,random_traders,7,True
0.25,1.3396555397489,0.03118585110144149,9591,stress,aggressive,random_n6,random_traders,7,True
0.30000000000000004,1.446822967835719,0.03250958484333202,9591,stress,aggressive,random_n6,random_traders,7,True
0.35000000000000003,1.560303890937219,0.03387975884567195,9591,stress,aggressive,random_n6,random_traders,7,True
0.4,1.6593634405998747,0.03497323664602783,9591,stress,aggressive,random_n6,random_traders,7,True
0.45,1.759416697136151,0.03599940564621057,9591,stress,aggressive,random_n6,random_traders,7,True
0.5,1.8592985632106938,0.03714465840555593,9591,stress,aggressive,random_n6,random_traders,7,True
0.55,1.9633195417162506,0.03826950441257481,9591,stress,aggressive,random_n6,random_traders,7,True
0.6000000000000001,2.06308093609487,0.039244331008249304,9591,stress,aggressive,random_n6,random_traders,7,True
0.65,2.166615777772444,0.04059962430743177,9591,stress,aggressive,random_n6,random_traders,7,True
0.7000000000000001,2.274943589145112,0.041976261347181944,9591,stress,aggressive,random_n6,random_traders,7,True
0.75,2.388731492390244,0.04309939571255548,9591,stress,aggressive,random_n6,random_traders,7,True
0.8,2.511792752723147,0.04457516415649554,9591,stress,aggressive,random_n6,random_traders,7,True
0.8500000000000001,2.6699052242108996,0.04632455978331881,9591,stress,aggressive,random_n6,random_traders,7,True
0.9,2.848792152412446,0.048167497805032086,9591,stress,aggressive,random_n6,random_traders,7,True
0.9500000000000001,3.0903013263169177,0.05025609000184939,9591,stress,aggressive,random_n6,random_traders,7,True
1.0,4.018517159942718,0.05818803258821772,9591,stress,aggressive,random_n6,random_traders,7,True
0.0,0.0,0.0,9609,stress,aggressive,random_n6,random_traders,23,True
0.05,0.6906123190969974,0.02176135580705454,9609,stress,aggressive,random_n6,random_traders,23,True
0.1,0.9143084036889474,0.02537271003091567,9609,stress,aggressive,random_n6,random_traders,23,True
0.15000000000000002,1.093492926731966,0.027838336755898252,9609,stress,aggressive,random_n6,random_traders,23,True
0.2,1.2268702968685914,0.029750352873758223,9609,stress,aggressive,random_n6,random_traders,23,True
0.25,1.3407192715279577,0.03110504489490798,9609,stress,aggressive,random_n6,random_traders,23,True
0.30000000000000004,1.4541339844715635,0.0325245406273393,9609,stress,aggressive,random_n6,random_traders,23,True
0.35000000000000003,1.5608112711435123,0.033996193907342306,9609,stress,aggressive,random_n6,random_traders,23,True
0.4,1.6675408115908636,0.03524831412739491,9609,stress,aggressive,random_n6,random_traders,23,True
0.45,1.770717818651425,0.03662761371119253,9609,stress,aggressive,random_n6,random_traders,23,True
0.5,1.870503312253278,0.037694885670064585,9609,stress,aggressive,random_n6,random_traders,23,True
0.55,1.9711535993016134,0.03870959197346586,9609,stress,aggressive,random_n6,random_traders,23,True
0.6000000000000001,2.072890372244607,0.039782271123239905,9609,stress,aggressive,random_n6,random_traders,23,True
0.65,2.1799770828721683,0.04091273794514797,9609,stress,aggressive,random_n6,random_traders,23,True
0.7000000000000001,2.2791074450368094,0.042022134388335776,9609,stress,aggressive,random_n6,random_traders,23,True
0.75,2.386739100900865,0.04307483201271939,9609,stress,aggressive,random_n6,random_traders,23,True
0.8,2.5017067091461906,0.0442415125707232,9609,stress,aggressive,random_n6,random_traders,23,True
0.8500000000000001,2.6399233450162685,0.04550891596063159,9609,stress,aggressive,random_n6,random_traders,23,True
0.9,2.815654534937547,0.04722512752541734,9609,stress,aggressive,random_n6,random_traders,23,True
0.9500000000000001,3.065802204285672,0.04944021585879861,9609,stress,aggressive,random_n6,random_traders,23,True
1.0,3.984477978207367,0.058067677533563386,9609,stress,aggressive,random_n6,random_traders,23,True
0.0,0.0,0.0,9660,stress,aggressive,random_n6,random_traders,71,True
0.05,0.6751293208648177,0.020762688393880416,9660,stress,aggressive,random_n6,random_traders,71,True
0.1,0.8994039637396034,0.02450989496026525,9660,stress,aggressive,random_n6,random_traders,71,True
0.15000000000000002,1.067109119743179,0.026942561458886904,9660,stress,aggressive,random_n6,random_traders,71,True
0.2,1.1995454470116884,0.028619927753381725,9660,stress,aggressive,random_n6,random_traders,71,True
0.25,1.3172076485053934,0.030377231966574793,9660,stress,aggressive,random_n6,random_traders,71,True
0.30000000000000004,1.4276453618100864,0.03172945872289376,9660,stress,aggressive,random_n6,random_traders,71,True
0.35000000000000003,1.5327640490310184,0.03318137929403762,9660,stress,aggressive,random_n6,random_traders,71,True
0.4,1.6374541715698754,0.034455978407617355,9660,stress,aggressive,random_n6,random_traders,71,True
0.45,1.7383558027400716,0.035652217982179164,9660,stress,aggressive,random_n6,random_traders,71,True
0.5,1.8443539296877005,0.036636374428608696,9660,stress,aggressive,random_n6,random_traders,71,True
0.55,1.9482501890938133,0.037903630295563144,9660,stress,aggressive,random_n6,random_traders,71,True
0.6000000000000001,2.057958667409316,0.03902053719083178,9660,stress,aggressive,random_n6,random_traders,71,True
0.65,2.163535965110198,0.04010944747955934,9660,stress,aggressive,random_n6,random_traders,71,True
0.7000000000000001,2.27379774670605,0.0413237092780551,9660,stress,aggressive,random_n6,random_traders,71,True
0.75,2.3882634652223573,0.0425441272170153,9660,stress,aggressive,random_n6,random_traders,71,True
0.8,2.509532766644082,0.043983937732219,9660,stress,aggressive,random_n6,random_traders,71,True
0.8500000000000001,2.6603609896117826,0.045945151597275094,9660,stress,aggressive,random_n6,random_traders,71,True
0.9,2.841769418795285,0.047665853758228675,9660,stress,aggressive,random_n6,random_traders,71,True
0.9500000000000001,3.085163744678885,0.04984148340453822,9660,stress,aggressive,random_n6,random_traders,71,True
1.0,3.98959671452655,0.05759511066844532,9660,stress,aggressive,random_n6,random_traders,71,True
0.0,0.0,0.0,8731,stress,aggressive,random_n20,random_traders,7,False
0.05,0.9223533956906196,0.03980774939420492,8731,stress,aggressive,random_n20,random_traders,7,False
0.1,1.2135245017265708,0.046349520075271586,8731,stress,aggressive,random_n20,random_traders,7,False
0.15000000000000002,1.443747991565694,0.050843928913994633,8731,stress,aggressive,random_n20,random_traders,7,False
0.2,1.6486288826962598,0.054346896395428224,8731,stress,aggressive,random_n20,random_traders,7,False
0.25,1.8267720882054221,0.05717875239550226,8731,stress,aggressive,random_n20,random_traders,7,False
0.30000000000000004,1.9731940489415427,0.05982408910599165,8731,stress,aggressive,random_n20,random_traders,7,False
0.35000000000000003,2.115061362098225,0.06253810503025377,8731,stress,aggressive,random_n20,random_traders,7,False
0.4,2.2504586405517957,0.06505678343530553,8731,stress,aggressive,random_n20,random_traders,7,False
0.45,2.4011041670241693,0.06737588839935894,8731,stress,aggressive,random_n20,random_traders,7,False
0.5,2.5386389147502553,0.06951455414305073,8731,stress,aggressive,random_n20,random_traders,7,False
0.55,2.6558200350120402,0.07192858777129961,8731,stress,aggressive,random_n20,random_traders,7,False
0.6000000000000001,2.7782283770762723,0.07407236306107795,8731,stress,aggressive,random_n20,random_traders,7,False
0.65,2.912228862319325,0.07604706201042118,8731,stress,aggressive,random_n20,random_traders,7,False
0.7000000000000001,3.066282611630146,0.07839012690126175,8731,stress,aggressive,random_n20,random_traders,7,False
0.75,3.2118143084259656,0.08066978713576442,8731,stress,aggressive,random_n20,random_traders,7,False
0.8,3.3786450793615117,0.08279197062019321,8731,stress,aggressive,random_n20,random_traders,7,False
0.8500000000000001,3.572269408130254,0.08566858736886894,8731,stress,aggressive,random_n20,random_traders,7,False
0.9,3.8027659115861607,0.08912509451014458,8731,stress,aggressive,random_n20,random_traders,7,False
0.9500000000000001,4.145822010879366,0.09387304991420833,8731,stress,aggressive,random_n20,random_traders,7,False
1.0,5.195970278025479,0.10968804431026664,8731,stress,aggressive,random_n20,random_traders,7,False
0.0,0.0,0.0,8800,stress,aggressive,random_n20,random_traders,23,False
0.05,0.9303923728798025,0.03847653067033036,8800,stress,aggressive,random_n20,random_traders,23,False
0.1,1.2693522106482213,0.046302667941400553,8800,stress,aggressive,random_n20,random_traders,23,False
0.15000000000000002,1.532986762099877,0.051188359612332986,8800,stress,aggressive,random_n20,random_traders,23,False
0.2,1.740521393661303,0.0548722664877334,8800,stress,aggressive,random_n20,random_traders,23,False
0.25,1.8915002892825474,0.05785192667886536,8800,stress,aggressive,random_n20,random_traders,23,False
0.30000000000000004,2.039667510142567,0.06056021901168622,8800,stress,aggressive,random_n20,random_traders,23,False
0.35000000000000003,2.2164752446037066,0.0632095377438973,8800,stress,aggressive,random_n20,random_traders,23,False
0.4,2.355487031410714,0.0658789217680622,8800,stress,aggressive,random_n20,random_traders,23,False
0.45,2.4709849827674373,0.06786513298588093,8800,stress,aggressive,random_n20,random_traders,23,False
0.5,2.6111544280193657,0.07043713778434664,8800,stress,aggressive,random_n20,random_traders,23,False
0.55,2.7538876607815066,0.07266129382423862,8800,stress,aggressive,random_n20,random_traders,23,False
0.6000000000000001,2.8878218346409343,0.0746311878253597,8800,stress,aggressive,random_n20,random_traders,23,False
0.65,3.0278410889690384,0.07663985243273153,8800,stress,aggressive,random_n20,random_traders,23,False
0.7000000000000001,3.1651121623428486,0.07908230391815867,8800,stress,aggressive,random_n20,random_traders,23,False
0.75,3.3171292117572952,0.08141343520455059,8800,stress,aggressive,random_n20,random_traders,23,False
0.8,3.462419833692566,0.08374565277472151,8800,stress,aggressive,random_n20,random_traders,23,False
0.8500000000000001,3.650475967698154,0.08641862685945252,8800,stress,aggressive,random_n20,random_traders,23,False
0.9,3.8637554762563284,0.08981507707520912,8800,stress,aggressive,random_n20,random_traders,23,False
0.9500000000000001,4.142592037443419,0.09361184154011,8800,stress,aggressive,random_n20,random_traders,23,False
1.0,5.252978153586961,0.10817145843544806,8800,stress,aggressive,random_n20,random_traders,23,False
0.0,0.0,0.0,8711,stress,aggressive,random_n20,random_traders,71,False
0.05,0.9494446528702278,0.04111242064320378,8711,stress,aggressive,random_n20,random_traders,71,False
0.1,1.2282849289081603,0.04773288999814667,8711,stress,aggressive,random_n20,random_traders,71,False
0.15000000000000002,1.4399662151557535,0.05171790821303002,8711,stress,aggressive,random_n20,random_traders,71,False
0.2,1.6114063265840657,0.05526420452496521,8711,stress,aggressive,random_n20,random_traders,71,False
0.25,1.789114088547177,0.058519037862658344,8711,stress,aggressive,random_n20,random_traders,71,False
0.30000000000000004,1.9323524320009702,0.060954641557591734,8711,stress,aggressive,random_n20,random_traders,71,False
0.35000000000000003,2.0629562192103803,0.06343513707451066,8711,stress,aggressive,random_n20,random_traders,71,False
0.4,2.1990455462552463,0.06591679176556361,8711,stress,aggressive,random_n20,random_traders,71,False
0.45,2.320104480655736,0.06789281848765097,8711,stress,aggressive,random_n20,random_traders,71,False
0.5,2.4686404875433827,0.07026144937345452,8711,stress,aggressive,random_n20,random_traders,71,False
0.55,2.595195981519808,0.07249031633237968,8711,stress,aggressive,random_n20,random_traders,71,False
0.6000000000000001,2.7328098238827807,0.07457878434974587,8711,stress,aggressive,random_n20,random_traders,71,False
0.65,2.8709645277162434,0.07664616905532529,8711,stress,aggressive,random_n20,random_traders,71,False
0.7000000000000001,3.017230329839002,0.07925393150319539,8711,stress,aggressive,random_n20,random_traders,71,False
0.75,3.1652375837111055,0.08145268353361432,8711,stress,aggressive,random_n20,random_traders,71,False
0.8,3.330194792187834,0.08382076604873939,8711,stress,aggressive,random_n20,random_traders,71,False
0.8500000000000001,3.5289738560692534,0.08654037485485028,8711,stress,aggressive,random_n20,random_traders,71,False
0.9,3.727371292231887,0.08988143002028057,8711,stress,aggressive,random_n20,random_traders,71,False
0.9500000000000001,4.049555339567668,0.09461453890265385,8711,stress,aggressive,random_n20,random_traders,71,False
1.0,5.275068412205296,0.10995622645116913,8711,stress,aggressive,random_n20,random_traders,71,False
0.0,0.0,0.0,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.05,0.3686385329792034,0.11348321526704244,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.1,0.5551110026759002,0.13680307501127192,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.15000000000000002,0.6269176740778769,0.15465821551749392,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.2,0.6924498420349737,0.16719934207328288,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.25,0.7761577001780445,0.1865005973880174,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.30000000000000004,0.8316485358884098,0.19543663577739231,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.35000000000000003,0.8882473110362168,0.2026918669564949,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.4,1.1171142384264157,0.27011370496634185,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.45,1.1516940542911613,0.27242815477800053,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.5,1.2038688991293542,0.2815518101799723,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.55,1.2326825708979132,0.2898909525787452,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.6000000000000001,1.2404048295171533,0.2956267951696731,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.65,1.2907669104469721,0.30504263244073215,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.7000000000000001,1.4119310534604805,0.3113368292874958,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.75,1.499464575381643,0.31810695364751934,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.8,1.6891414457944438,0.32614612423815953,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.8500000000000001,1.7872864787900753,0.34222576636821334,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.9,1.7992868061442757,0.351143820424712,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.9500000000000001,2.055492754847336,0.3659009949217104,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
1.0,2.65132788895494,0.41319316026889313,235,stress,aggressive,threshold_wait5s,time_threshold,7,True
0.0,0.0,0.0,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.05,0.38573913457624653,0.11203029181960536,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.1,0.5435005571164915,0.1519425954294104,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.15000000000000002,0.6038278005519695,0.16795739416473135,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.2,0.637817115945155,0.1770645163307955,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.25,0.6768390376245035,0.1820961928601667,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.30000000000000004,0.6868717837666335,0.18902090452646725,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.35000000000000003,0.7315042346783862,0.1975900560492055,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.4,0.7966219880780161,0.20344058135254176,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.45,0.8908441520840678,0.21768705612931513,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.5,0.9428051387213304,0.2250727147650597,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.55,0.9936802621551047,0.2321227889789025,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.6000000000000001,1.0294003381015069,0.237939025375912,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.65,1.0494250163045362,0.2444444579264701,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.7000000000000001,1.0893355211062017,0.24989236849072433,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.75,1.1368472922727975,0.25623237563346174,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.8,1.2464410708748663,0.26397878647253953,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
0.8500000000000001,1.3813564117316701,0.27054492459935786,270,stress,aggressive,threshold_wait5s,time_threshold,23,True
