regime,granularity,variant,method,seed,primary,date,n,mean_impact_bps,delta,prefactor,power_r2,log_r2,delta_at_boundary,n_fit_bins
normal,fill,threshold_wait5s,time_threshold,71,True,2026-07-19,875,0.6834481486359641,0.16799999999999998,0.04400953169199287,0.40607904927990224,0.3750371556554667,False,9
normal,fill,threshold_wait5s,time_threshold,71,True,2026-07-20,1697,1.032276607172161,0.045999999999999985,0.005344521006777912,0.0609901019687914,0.07029315211717801,False,13
normal,fill,threshold_wait5s,time_threshold,71,True,2026-07-21,1730,0.7750692582906427,0.15799999999999997,0.018513058387520723,0.2454195254250061,0.1695047850395185,False,13
normal,fill,threshold_wait5s,time_threshold,71,True,2026-07-22,1731,0.8363239474107316,0.017999999999999988,0.005365948733085726,0.010829558485095703,0.011678600532136318,False,11
normal,fill,threshold_wait5s,time_threshold,71,True,2026-07-23,1621,0.6588067639011175,-0.096,0.0006792708808391375,0.15314947969220083,0.138434839529191,False,12
normal,fill,threshold_wait5s,time_threshold,71,True,2026-07-24,1590,0.6242897480286492,0.10699999999999998,0.006828855145007031,0.44969145796369403,0.4832871658074007,False,12
stress,aggressive,random_n6,random_traders,7,True,2026-07-26,3576,1.08649924988398,0.273,0.08965095216691031,0.9214050751898022,0.8895698230919976,False,16
stress,aggressive,random_n6,random_traders,7,True,2026-07-27,6328,2.2211933218462905,0.181,0.04878573242293074,0.9523422352891459,0.9703961998023921,False,16
stress,aggressive,random_n6,random_traders,7,True,2026-07-28,6539,2.0411369798938885,0.178,0.06515178510330925,0.9102901534395993,0.8548341054352055,False,16
stress,aggressive,random_n6,random_traders,7,True,2026-07-29,7392,2.590887862218905,0.136,0.04946161457922942,0.841153044750033,0.9002644693936218,False,16
stress,aggressive,random_n6,random_traders,7,True,2026-07-30,5370,1.9091647335872226,0.17099999999999999,0.049749221991930215,0.9356703336606627,0.9208753786835286,False,16
stress,aggressive,random_n6,random_traders,7,True,2026-07-31,6239,1.7451049035473918,0.118,0.014174522040568809,0.7165935358999211,0.8040409230563386,False,18
stress,aggressive,random_n6,random_traders,7,True,2026-08-01,3526,0.9486373087990673,0.198,0.05071931417865822,0.868053729208841,0.8657433112762313,False,16
stress,aggressive,random_n6,random_traders,7,True,2026-08-02,4054,1.5342333742671945,0.274,0.15008417930894655,0.8859762339487278,0.7987122822678967,False,15
stress,aggressive,random_n6,random_traders,23,True,2026-07-26,3513,1.0748595050876522,0.275,0.0915463410248938,0.9668252752465628,0.9198872896054393,False,16
stress,aggressive,random_n6,random_traders,23,True,2026-07-27,6393,2.21920211721511,0.20900000000000002,0.06613923465007142,0.9417293359488221,0.9202279255142635,False,16
stress,aggressive,random_n6,random_traders,23,True,2026-07-28,6493,2.0278916893827468,0.16199999999999998,0.05202038372929693,0.8429283684672492,0.8969317619816013,False,16
stress,aggressive,random_n6,random_traders,23,True,2026-07-29,7446,2.5214778786994856,0.173,0.07306486574645066,0.9418340022300704,0.9500305432125109,False,16
stress,aggressive,random_n6,random_traders,23,True,2026-07-30,5339,1.8729084409001944,0.199,0.0658035466869489,0.8598194856785372,0.835759517992738,False,16
stress,aggressive,random_n6,random_traders,23,True,2026-07-31,6248,1.753250520429388,0.15899999999999997,0.022537096764994498,0.92505484031391,0.936346404957936,False,18
stress,aggressive,random_n6,random_traders,23,True,2026-08-01,3527,0.9333166272945113,0.22999999999999998,0.06892898956871372,0.9518031632993302,0.9150756629721214,False,15
stress,aggressive,random_n6,random_traders,23,True,2026-08-02,4109,1.5051411501309164,0.27,0.1364638143230914,0.8547606596877434,0.7566799832986375,False,16
stress,aggressive,random_n6,random_traders,71,True,2026-07-26,3558,1.0924188807871604,0.259,0.08031426159687238,0.9489054058015743,0.9086723504410317,False,16
stress,aggressive,random_n6,random_traders,71,True,2026-07-27,6337,2.2537472996221912,0.181,0.04911599538881119,0.9615638719941189,0.9599096671430979,False,16
stress,aggressive,random_n6,random_traders,71,True,2026-07-28,6520,2.058880072292907,0.193,0.07700371649229998,0.9006237578047516,0.8374607450916943,False,16
stress,aggressive,random_n6,random_traders,71,True,2026-07-29,7463,2.5532015142733773,0.15999999999999998,0.06368247144334063,0.9447191706756463,0.9465853590391992,False,16
stress,aggressive,random_n6,random_traders,71,True,2026-07-30,5370,1.8552931016445635,0.21000000000000002,0.07070775908848798,0.942059695048497,0.8707015296176212,False,17
stress,aggressive,random_n6,random_traders,71,True,2026-07-31,6207,1.7432166420278197,0.15399999999999997,0.020873728552053526,0.9105008297811868,0.9574600827455207,False,18
stress,aggressive,random_n6,random_traders,71,True,2026-08-01,3615,0.9354867132723919,0.179,0.04124979472437647,0.7094339008773163,0.8012070412692357,False,15
stress,aggressive,random_n6,random_traders,71,True,2026-08-02,4085,1.4951316799167111,0.22699999999999998,0.09575340384096544,0.8323963940461254,0.7508971686654303,False,16
stress,aggressive,random_n20,random_traders,7,False,2026-07-26,3785,1.4413755998007873,0.273,0.12179348237510448,0.838300034618982,0.7962592933710496,False,15
stress,aggressive,random_n20,random_traders,7,False,2026-07-27,6704,2.84229119969246,0.312,0.22238776358646975,0.8812348713480542,0.6609537353479731,False,17
stress,aggressive,random_n20,random_traders,7,False,2026-07-28,6722,2.5952656092170217,0.259,0.1923049543269659,0.9309413077470222,0.7543426635047105,False,16
stress,aggressive,random_n20,random_traders,7,False,2026-07-29,7721,3.250157963605115,0.286,0.2900745101024694,0.9131607336496559,0.7270124044641497,False,16
stress,aggressive,random_n20,random_traders,7,False,2026-07-30,5518,2.4061199185238995,0.235,0.11469205492989011,0.893850574956384,0.8537204139578239,False,16
stress,aggressive,random_n20,random_traders,7,False,2026-07-31,6606,2.1228334837732405,0.36000000000000004,0.17597433474668908,0.8787376712162656,0.6898476867644696,False,17
stress,aggressive,random_n20,random_traders,7,False,2026-08-01,3673,1.200055620706193,0.14,0.036348512858243295,0.7059659140503713,0.7534837042877112,False,14
stress,aggressive,random_n20,random_traders,7,False,2026-08-02,4239,2.222453878684442,0.257,0.1925248786589754,0.9155247505770999,0.7774589366597786,False,15
stress,aggressive,random_n20,random_traders,23,False,2026-07-26,3746,1.4250144256511563,0.33,0.2040308261355053,0.9710254205745957,0.8878539628882215,False,15
stress,aggressive,random_n20,random_traders,23,False,2026-07-27,6725,2.7469684920594144,0.267,0.14343401817837995,0.9437722171313725,0.80699889290623,False,16
stress,aggressive,random_n20,random_traders,23,False,2026-07-28,6834,2.544250302315646,0.259,0.1798852098470562,0.9302900979847131,0.8182257242725306,False,16
stress,aggressive,random_n20,random_traders,23,False,2026-07-29,7793,3.2356949248656033,0.201,0.12623009928374104,0.9500605744483026,0.885376335488643,False,16
stress,aggressive,random_n20,random_traders,23,False,2026-07-30,5564,2.3693678088249475,0.21300000000000002,0.09453698665841136,0.9104271334150011,0.8154094082926518,False,16
stress,aggressive,random_n20,random_traders,23,False,2026-07-31,6535,2.2549556476415287,0.282,0.0984878537621658,0.8848087923997258,0.7598094743949759,False,18
stress,aggressive,random_n20,random_traders,23,False,2026-08-01,3643,1.188436541565781,0.195,0.06304886755703522,0.8672566077812007,0.8095531485257299,False,15
