regime,granularity,variant,method,seed,primary,date,n,mean_impact_bps,delta,prefactor,power_r2,log_r2,delta_at_boundary,n_fit_bins
stress,aggressive,random_n20,random_traders,23,False,2026-08-02,4228,2.220942360881681,0.248,0.17832556199144353,0.868801667046589,0.723540026789335,False,16
stress,aggressive,random_n20,random_traders,71,False,2026-07-26,3854,1.426891125315709,0.36500000000000005,0.2724942568137019,0.9432469797483976,0.868058862467913,False,15
stress,aggressive,random_n20,random_traders,71,False,2026-07-27,6718,2.8937520609631875,0.3,0.2054500867133805,0.9029419488748309,0.7524004298146924,False,16
stress,aggressive,random_n20,random_traders,71,False,2026-07-28,6720,2.6203344757688916,0.258,0.1927603007716651,0.9616077073343119,0.7851211067053081,False,16
stress,aggressive,random_n20,random_traders,71,False,2026-07-29,7809,3.2402666962747495,0.292,0.3040744418248849,0.9318178973019966,0.7379812598493365,False,16
stress,aggressive,random_n20,random_traders,71,False,2026-07-30,5563,2.2992830330589964,0.318,0.23580669901094697,0.901332285083272,0.7326212529769116,False,16
stress,aggressive,random_n20,random_traders,71,False,2026-07-31,6576,2.2385629818203387,0.259,0.07851949501367714,0.9420631790428918,0.8191139531100871,False,16
stress,aggressive,random_n20,random_traders,71,False,2026-08-01,3651,1.3099955993294268,0.15299999999999997,0.04733887796064148,0.4474141419521497,0.44641541938854934,False,15
stress,aggressive,random_n20,random_traders,71,False,2026-08-02,4323,2.1470024495886055,0.259,0.18707627772727617,0.9421232435433032,0.8692823481408521,False,15
stress,aggressive,threshold_wait5s,time_threshold,7,True,2026-07-26,804,0.44443168522368287,0.182,0.01708721144607089,0.58827078524524,0.684836441945218,False,11
stress,aggressive,threshold_wait5s,time_threshold,7,True,2026-07-27,1466,1.035560062874462,0.284,0.07508074389880438,0.7741284509333182,0.6914898381172782,False,13
stress,aggressive,threshold_wait5s,time_threshold,7,True,2026-07-28,1501,0.8571362303816609,0.14500000000000002,0.020851696056439606,0.5539909285713027,0.6473213588390072,False,13
stress,aggressive,threshold_wait5s,time_threshold,7,True,2026-07-29,1684,1.0914486247176463,0.038000000000000006,0.006841276416609092,0.04448400730074442,0.05704606108605792,False,13
stress,aggressive,threshold_wait5s,time_threshold,7,True,2026-07-30,1290,0.7068478522410279,0.19,0.024483636869447937,0.7137330975379426,0.7899287972614979,False,12
stress,aggressive,threshold_wait5s,time_threshold,7,True,2026-07-31,1480,0.6876097673410122,0.07900000000000001,0.0034935631387039557,0.11858176041358182,0.15891506287689117,False,13
stress,aggressive,threshold_wait5s,time_threshold,7,True,2026-08-01,850,0.28934383648373047,0.137,0.009548374075761975,0.22709243149013325,0.24520555638713737,False,11
stress,aggressive,threshold_wait5s,time_threshold,7,True,2026-08-02,906,0.5428232835416752,0.08100000000000002,0.008006319486945888,0.20156668260190302,0.2451650831985842,False,13
stress,aggressive,threshold_wait5s,time_threshold,23,True,2026-07-26,820,0.4068529741854927,0.273,0.04530528199935726,0.7036124852216974,0.8280725706612885,False,11
stress,aggressive,threshold_wait5s,time_threshold,23,True,2026-07-27,1481,0.8700293743810731,0.194,0.024779357284988757,0.8122628796785996,0.8090155679720392,False,13
stress,aggressive,threshold_wait5s,time_threshold,23,True,2026-07-28,1525,0.7855727669746267,0.09899999999999998,0.011412650163476092,0.4473480727807869,0.48286220652926903,False,13
stress,aggressive,threshold_wait5s,time_threshold,23,True,2026-07-29,1677,1.0240634348382425,0.14200000000000002,0.021399169007110565,0.5747171824292674,0.6753800490325813,False,13
stress,aggressive,threshold_wait5s,time_threshold,23,True,2026-07-30,1323,0.6917356922891976,0.253,0.050863971897768645,0.788069609731771,0.7566095273525026,False,12
stress,aggressive,threshold_wait5s,time_threshold,23,True,2026-07-31,1513,0.6302687712978797,0.179,0.011682425401638892,0.5264618744545416,0.509092222202377,False,13
stress,aggressive,threshold_wait5s,time_threshold,23,True,2026-08-01,897,0.37915623136041365,0.40399999999999997,0.19716157631299783,0.541042374723447,0.37792631488981565,False,11
stress,aggressive,threshold_wait5s,time_threshold,23,True,2026-08-02,968,0.5122388118342676,0.176,0.023904321868301905,0.4252339871157841,0.4504784136194254,False,12
stress,aggressive,threshold_wait5s,time_threshold,71,True,2026-07-26,830,0.4352070663307479,0.245,0.03568707010525965,0.640073670608619,0.6351370326444434,False,11
stress,aggressive,threshold_wait5s,time_threshold,71,True,2026-07-27,1432,0.9669164359608116,0.23099999999999998,0.04459479391275339,0.7374358012718891,0.6925661202321577,False,12
stress,aggressive,threshold_wait5s,time_threshold,71,True,2026-07-28,1530,0.7821881763538231,0.134,0.017112528502898988,0.5756256544334837,0.5391159487998429,False,13
stress,aggressive,threshold_wait5s,time_threshold,71,True,2026-07-29,1671,1.1090197641658444,0.08600000000000002,0.012290261803021766,0.25177625314441876,0.31782953109039613,False,13
stress,aggressive,threshold_wait5s,time_threshold,71,True,2026-07-30,1298,0.7110168798717711,0.185,0.02431211149686715,0.6317626492559708,0.647804878041349,False,12
stress,aggressive,threshold_wait5s,time_threshold,71,True,2026-07-31,1513,0.7143613244853054,0.202,0.01647543035983695,0.3514080719050434,0.3637217216436429,False,13
stress,aggressive,threshold_wait5s,time_threshold,71,True,2026-08-01,926,0.2983996064423425,0.173,0.01357371670806034,0.3910239487850927,0.44065260839634324,False,11
stress,aggressive,threshold_wait5s,time_threshold,71,True,2026-08-02,983,0.5870008356506811,0.069,0.008008310964102774,0.12265642450459924,0.14819305049265952,False,12
stress,aggressive,threshold_wait20s,time_threshold,7,False,2026-07-26,580,0.4557019104164727,0.12,0.008513658404425242,0.11904902668248585,0.13803706932353932,False,10
stress,aggressive,threshold_wait20s,time_threshold,7,False,2026-07-27,886,0.8046681687932352,0.037000000000000005,0.003051356327014322,0.013056954212400163,0.022935511922860363,False,12
stress,aggressive,threshold_wait20s,time_threshold,7,False,2026-07-28,923,0.7681641117786341,0.17099999999999999,0.026280892444925468,0.2855870935675243,0.22487751477190432,False,12
stress,aggressive,threshold_wait20s,time_threshold,7,False,2026-07-29,923,0.8806745720531862,0.255,0.0669781841754939,0.38400923336772097,0.41959377057473046,False,12
stress,aggressive,threshold_wait20s,time_threshold,7,False,2026-07-30,803,0.7854310484220253,0.302,0.09080171661772012,0.620537907355964,0.5086906985741904,False,12
stress,aggressive,threshold_wait20s,time_threshold,7,False,2026-07-31,928,0.6164483637288499,0.14800000000000002,0.007858574826460003,0.1895263478078394,0.19497105010260085,False,12
stress,aggressive,threshold_wait20s,time_threshold,7,False,2026-08-01,608,0.3017857835606239,0.325,0.06480221310743578,0.2773361617591691,0.19213262294429734,False,10
stress,aggressive,threshold_wait20s,time_threshold,7,False,2026-08-02,609,0.6319434971714777,0.04899999999999999,0.0062179019441365455,0.041174768720280586,0.05710168047412423,False,11
stress,aggressive,threshold_wait20s,time_threshold,23,False,2026-07-26,580,0.45551276523588036,0.135,0.008934840285695826,0.12305465508838331,0.18231075065653013,False,10
stress,aggressive,threshold_wait20s,time_threshold,23,False,2026-07-27,868,0.6832543382942122,0.202,0.020076286681322116,0.3489356549003042,0.4337629051726811,False,11
stress,aggressive,threshold_wait20s,time_threshold,23,False,2026-07-28,925,0.7151834906963329,0.22899999999999998,0.05072079222065128,0.5407462156988232,0.5394955199344704,False,11
stress,aggressive,threshold_wait20s,time_threshold,23,False,2026-07-29,989,0.9184407845754836,0.10299999999999998,0.011715301711250865,0.2742222751637666,0.32573999141961796,False,12
stress,aggressive,threshold_wait20s,time_threshold,23,False,2026-07-30,811,0.6887000174514633,0.247,0.05145650699395813,0.3610477012496376,0.290271565200552,False,10
stress,aggressive,threshold_wait20s,time_threshold,23,False,2026-07-31,877,0.6264586207485764,0.09199999999999997,0.004762951328425208,0.1348403107756082,0.13153633295492828,False,11
stress,aggressive,threshold_wait20s,time_threshold,23,False,2026-08-01,606,0.1489102950071425,0.5569999999999999,0.3471547700558357,0.4737469631353377,0.32152192591850104,False,11
stress,aggressive,threshold_wait20s,time_threshold,23,False,2026-08-02,669,0.613397551173779,0.25,0.06062181383833083,0.4553105017941447,0.5623786020172812,False,12
stress,aggressive,threshold_wait20s,time_threshold,71,False,2026-07-26,579,0.23594217600650863,0.40199999999999997,0.13992779839101657,0.3568434401014535,0.31188184051328216,False,10
stress,aggressive,threshold_wait20s,time_threshold,71,False,2026-07-27,893,0.8103440227558035,0.20700000000000002,0.02598864523950125,0.4468147081816539,0.5831168671012875,False,11
stress,aggressive,threshold_wait20s,time_threshold,71,False,2026-07-28,879,0.7531370073481223,-0.037000000000000005,0.0016987056944095255,0.012089712783917794,0.020570910710976498,False,11
stress,aggressive,threshold_wait20s,time_threshold,71,False,2026-07-29,969,0.9550327459194983,0.026999999999999996,0.005217535399004386,0.01699036433115808,0.021258975802988633,False,11
stress,aggressive,threshold_wait20s,time_threshold,71,False,2026-07-30,838,0.7551398445393257,0.321,0.12751566464468167,0.8589657376146959,0.8662338455773844,False,11
stress,aggressive,threshold_wait20s,time_threshold,71,False,2026-07-31,867,0.5961047332770096,0.184,0.011903938734907207,0.19030058133014238,0.21533112286032796,False,12
stress,aggressive,threshold_wait20s,time_threshold,71,False,2026-08-01,663,0.29665572389549905,0.193,0.015779751356499845,0.1587120455115152,0.15355706515380163,False,10
stress,aggressive,threshold_wait20s,time_threshold,71,False,2026-08-02,612,0.5043795141133228,0.067,0.006890901125813713,0.08150550842815774,0.09564673019773384,False,11
stress,aggressive,local_run_1s,local_runs,7,True,2026-07-26,1931,0.6166312579617906,0.17099999999999999,0.018728733887216572,0.5400546596733906,0.6460628675775787,False,15
stress,aggressive,local_run_1s,local_runs,7,True,2026-07-27,4162,1.1303406959744546,0.136,0.01567713559173259,0.7255032941653554,0.8062248171994448,False,15
stress,aggressive,local_run_1s,local_runs,7,True,2026-07-28,4420,1.0567930810504806,0.127,0.02020085983283023,0.8559310266651718,0.9099670405019309,False,16
stress,aggressive,local_run_1s,local_runs,7,True,2026-07-29,5268,1.3090712791974752,0.16299999999999998,0.03463722223773448,0.9268121538295994,0.8779965918850285,False,15
stress,aggressive,local_run_1s,local_runs,7,True,2026-07-30,3568,0.9467974958677049,0.135,0.016851718471899573,0.8207860094398498,0.9064105177063505,False,15
stress,aggressive,local_run_1s,local_runs,7,True,2026-07-31,4403,0.9107939249343441,0.14200000000000002,0.009917944875463222,0.8634448934861537,0.846156750965223,False,17
stress,aggressive,local_run_1s,local_runs,7,True,2026-08-01,2113,0.5365509301464837,0.20400000000000001,0.0341487391344216,0.9291375558485804,0.8715479637174908,False,15
stress,aggressive,local_run_1s,local_runs,7,True,2026-08-02,2494,0.7734778977943789,0.22299999999999998,0.047131469584513086,0.6904877690766786,0.5697536774116814,False,16
stress,fill,random_n6,random_traders,7,True,2026-07-26,6133,1.3514898596329568,0.173,0.045611651151841175,0.8569394033759645,0.8499167221198236,False,16
stress,fill,random_n6,random_traders,7,True,2026-07-27,11757,2.196159900793914,0.16199999999999998,0.04348775622907455,0.9306188923101948,0.8971238116473996,False,17
stress,fill,random_n6,random_traders,7,True,2026-07-28,12426,1.9488116204916914,0.19,0.07642202124517715,0.7623729642830908,0.6612638329923011,False,17
stress,fill,random_n6,random_traders,7,True,2026-07-29,13193,2.5242448050050474,0.135,0.052721963539424266,0.9661924463128001,0.945520537538804,False,17
stress,fill,random_n6,random_traders,7,True,2026-07-30,9924,1.8717844068506,0.15100000000000002,0.042495308732555616,0.9467948796980655,0.8844405469076897,False,18
stress,fill,random_n6,random_traders,7,True,2026-07-31,11561,1.7971808742352706,0.127,0.017547101712017326,0.8767109246837619,0.8349965352390463,False,18
stress,fill,random_n6,random_traders,7,True,2026-08-01,6507,1.0389850195996775,0.14800000000000002,0.03702220227337775,0.9481153692857526,0.9120221980851153,False,15
stress,fill,random_n6,random_traders,7,True,2026-08-02,7789,1.4801907404783792,0.22699999999999998,0.10763751303872934,0.8158821325861333,0.6761967664577191,False,16
stress,fill,random_n6,random_traders,23,True,2026-07-26,6152,1.365444336385755,0.15499999999999997,0.038691363468003406,0.7592064235576479,0.7688068621741961,False,16
stress,fill,random_n6,random_traders,23,True,2026-07-27,11838,2.194390144921801,0.173,0.049726362570117685,0.9493347894164507,0.8733732621460897,False,17
stress,fill,random_n6,random_traders,23,True,2026-07-28,12367,1.9506163608152625,0.201,0.08556435636258283,0.7080725094651361,0.5986007926617477,False,17
stress,fill,random_n6,random_traders,23,True,2026-07-29,13244,2.5321061044951705,0.14,0.057233327465756476,0.8932612831820597,0.8163265140314684,False,17
stress,fill,random_n6,random_traders,23,True,2026-07-30,9950,1.865967415896176,0.14800000000000002,0.040941361773557144,0.9224894543919484,0.9013687696161085,False,18
stress,fill,random_n6,random_traders,23,True,2026-07-31,11572,1.787244019057189,0.11499999999999999,0.015151004380189596,0.9549038538851785,0.962129467091363,False,17
stress,fill,random_n6,random_traders,23,True,2026-08-01,6437,1.057124843352247,0.17099999999999999,0.048032753148506524,0.9356548711225674,0.850046993389505,False,15
stress,fill,random_n6,random_traders,23,True,2026-08-02,7694,1.5123751548213857,0.20900000000000002,0.09333225186688351,0.833040535238449,0.7006156024977528,False,16
stress,fill,random_n6,random_traders,71,True,2026-07-26,6200,1.351153273830746,0.16799999999999998,0.04365563550842379,0.8264477823107518,0.8075745516676036,False,16
stress,fill,random_n6,random_traders,71,True,2026-07-27,11787,2.1999568198842274,0.198,0.06435634838303313,0.9100936958623508,0.7901699160512743,False,17
stress,fill,random_n6,random_traders,71,True,2026-07-28,12440,1.9370459358914962,0.19,0.07694576412410196,0.8131396045425111,0.683691360444157,False,17
stress,fill,random_n6,random_traders,71,True,2026-07-29,13263,2.514455278118726,0.134,0.05280637867808843,0.9454564608033454,0.9080220644939577,False,17
stress,fill,random_n6,random_traders,71,True,2026-07-30,9961,1.8477131566955867,0.15499999999999997,0.043534445460484614,0.9410601261234026,0.9092881900220519,False,16
stress,fill,random_n6,random_traders,71,True,2026-07-31,11634,1.7909949081708099,0.11599999999999999,0.015205217126726298,0.7742364090026038,0.7896647308186069,False,18
stress,fill,random_n6,random_traders,71,True,2026-08-01,6480,1.039015871187571,0.14800000000000002,0.03748597566975039,0.9323056697528869,0.8941189421002759,False,15
stress,fill,random_n6,random_traders,71,True,2026-08-02,7689,1.5474077845547307,0.22899999999999998,0.11444359161774588,0.7826453211057611,0.6438570464239894,False,16
stress,fill,threshold_wait5s,time_threshold,7,True,2026-07-26,975,0.46443868501366614,0.21300000000000002,0.02602643685567778,0.32052406453048476,0.28451143276045765,False,11
stress,fill,threshold_wait5s,time_threshold,7,True,2026-07-27,1783,0.8903088288262456,0.14100000000000001,0.01478921894570779,0.44180874133027137,0.500096551553838,False,12
stress,fill,threshold_wait5s,time_threshold,7,True,2026-07-28,1906,0.8418236622901233,0.139,0.02110299349762968,0.3909780860990397,0.3996492474010678,False,11
stress,fill,threshold_wait5s,time_threshold,7,True,2026-07-29,1983,1.1016151733791546,0.07300000000000001,0.010957217642482248,0.2078293808499112,0.20477957504710687,False,12
stress,fill,threshold_wait5s,time_threshold,7,True,2026-07-30,1547,0.7650637301389036,0.065,0.0064460651500344085,0.08184167989956692,0.09885141565444533,False,10
stress,fill,threshold_wait5s,time_threshold,7,True,2026-07-31,1797,0.6346262796375657,0.027999999999999997,0.0018610766882186708,0.01916573232584129,0.016618933598735564,False,11
stress,fill,threshold_wait5s,time_threshold,7,True,2026-08-01,1060,0.3645098489257889,0.033,0.003883779681550834,0.006709033958352095,0.004211577276278522,False,10
stress,fill,threshold_wait5s,time_threshold,7,True,2026-08-02,1162,0.6276362466192494,-0.024999999999999994,0.0023896147196963077,0.007786946759057445,0.01082054426949497,False,12
stress,fill,threshold_wait5s,time_threshold,23,True,2026-07-26,980,0.5077925753515689,-0.010000000000000009,0.0019916610610919844,0.0013742743701298243,0.0015699468578750375,False,9
stress,fill,threshold_wait5s,time_threshold,23,True,2026-07-27,1736,0.8420486817193552,0.09299999999999997,0.007037455080171001,0.22529573699697059,0.24979114481992049,False,11
stress,fill,threshold_wait5s,time_threshold,23,True,2026-07-28,1870,0.773061361019636,0.203,0.0383444788854078,0.4623756975349319,0.4800373595066322,False,12
stress,fill,threshold_wait5s,time_threshold,23,True,2026-07-29,2013,1.0936454729714442,0.16499999999999998,0.034161855699060995,0.36612125528184714,0.30393137608609977,False,11
stress,fill,threshold_wait5s,time_threshold,23,True,2026-07-30,1565,0.71600404116344,0.125,0.012315718177224365,0.21409547923482908,0.23336407464580566,False,11
stress,fill,threshold_wait5s,time_threshold,23,True,2026-07-31,1756,0.7528269532552184,0.22199999999999998,0.027717448802881045,0.41344932304967574,0.3692593608494882,False,12
stress,fill,threshold_wait5s,time_threshold,23,True,2026-08-01,1012,0.33345089173511727,0.055999999999999994,0.004632384904547602,0.02081759148994089,0.018116947147268636,False,10
stress,fill,threshold_wait5s,time_threshold,23,True,2026-08-02,1153,0.5188639572863502,-0.061,0.0013421477702057708,0.06066459025961035,0.08082260412583964,False,12
stress,fill,threshold_wait5s,time_threshold,71,True,2026-07-26,962,0.49385700873022814,0.125,0.011031990808749744,0.35059422728089074,0.3497947861831838,False,10
stress,fill,threshold_wait5s,time_threshold,71,True,2026-07-27,1750,0.8724194799016538,0.13,0.01374173291856963,0.3131883728373669,0.2870294656003741,False,11
stress,fill,threshold_wait5s,time_threshold,71,True,2026-07-28,1924,0.8328266349922782,0.05199999999999999,0.0067989908753441275,0.17352469525712888,0.1962559230190446,False,12
stress,fill,threshold_wait5s,time_threshold,71,True,2026-07-29,1953,1.0587961982332492,0.02099999999999999,0.004962388206540933,0.012763523437767543,0.01590861578476155,False,13
stress,fill,threshold_wait5s,time_threshold,71,True,2026-07-30,1592,0.7611752987883569,0.15699999999999997,0.02017882615477526,0.41013969955219076,0.38453657363725635,False,11
stress,fill,threshold_wait5s,time_threshold,71,True,2026-07-31,1793,0.6871292918278451,0.14100000000000001,0.008661297378795705,0.30689340717386104,0.30036230235577077,False,13
stress,fill,threshold_wait5s,time_threshold,71,True,2026-08-01,1055,0.3143250192876224,-0.038000000000000006,0.0012187662879013551,0.0059286951368566765,0.006272393876406657,False,11
stress,fill,threshold_wait5s,time_threshold,71,True,2026-08-02,1175,0.6166344418973796,0.01999999999999999,0.004575346142668347,0.016723121006494535,0.020890725260416465,False,12
