qbin,tbin,q,duration_s,impact_over_sigma,n,regime,granularity,variant,method,seed,primary
0,0,2.808612777951064e-07,1.7673814679715303,0.0022363537349472853,562,stress,fill,threshold_wait5s,time_threshold,7,True
0,1,2.898021014713672e-07,4.325461310909091,0.001918826641318653,550,stress,fill,threshold_wait5s,time_threshold,7,True
0,2,2.905928216299237e-07,7.020580353754941,0.0018692324027396081,506,stress,fill,threshold_wait5s,time_threshold,7,True
0,3,2.880445341228129e-07,11.014155887323943,0.0020522690896187996,497,stress,fill,threshold_wait5s,time_threshold,7,True
0,4,2.9044891550522354e-07,19.440830698170732,0.002421597836510256,328,stress,fill,threshold_wait5s,time_threshold,7,True
1,0,6.605819885474073e-07,1.8607629157667387,0.0035345247148615786,463,stress,fill,threshold_wait5s,time_threshold,7,True
1,1,6.617651108175286e-07,4.288862162698413,0.0034239538404247593,504,stress,fill,threshold_wait5s,time_threshold,7,True
1,2,6.608072240505233e-07,7.031372176691729,0.003257098327147005,532,stress,fill,threshold_wait5s,time_threshold,7,True
1,3,6.614476256834808e-07,10.935943772635815,0.003009720819186639,497,stress,fill,threshold_wait5s,time_threshold,7,True
1,4,6.6677401408263e-07,20.32707852466368,0.004092583130680683,446,stress,fill,threshold_wait5s,time_threshold,7,True
2,0,1.438499918498136e-06,1.8537396694214876,0.0043716179864596956,484,stress,fill,threshold_wait5s,time_threshold,7,True
2,1,1.446902436822834e-06,4.32855550931677,0.003821782505706866,483,stress,fill,threshold_wait5s,time_threshold,7,True
2,2,1.4344289637176945e-06,7.023430397119342,0.003591335103167201,486,stress,fill,threshold_wait5s,time_threshold,7,True
2,3,1.4405529234352073e-06,10.975334769874477,0.004137329563742145,478,stress,fill,threshold_wait5s,time_threshold,7,True
2,4,1.4743647356985418e-06,21.42183740625,0.005310541825824132,512,stress,fill,threshold_wait5s,time_threshold,7,True
3,0,5.506251971747364e-06,1.8129271079295153,0.0024077464558573446,454,stress,fill,threshold_wait5s,time_threshold,7,True
3,1,5.549982424996204e-06,4.297643761261261,0.0025201507544886847,444,stress,fill,threshold_wait5s,time_threshold,7,True
3,2,5.493854954339782e-06,7.009399746361747,0.0020915022725417685,481,stress,fill,threshold_wait5s,time_threshold,7,True
3,3,5.51976511973255e-06,10.9991916802444,0.002242918557153308,491,stress,fill,threshold_wait5s,time_threshold,7,True
3,4,5.170335023889775e-06,22.296182426573427,0.004449000812150833,572,stress,fill,threshold_wait5s,time_threshold,7,True
4,0,0.00010537241455680945,1.7081126375,0.0035841736986752665,480,stress,fill,threshold_wait5s,time_threshold,7,True
4,1,8.315509701814329e-05,4.31316022559653,0.0021112829329625465,461,stress,fill,threshold_wait5s,time_threshold,7,True
4,2,8.131495345855105e-05,7.067386897260274,0.0021727992930549414,438,stress,fill,threshold_wait5s,time_threshold,7,True
4,3,0.00010131320168340451,11.007778469728601,0.00400122616224858,479,stress,fill,threshold_wait5s,time_threshold,7,True
4,4,0.00010122505162272058,24.092280557264957,0.005635741974809887,585,stress,fill,threshold_wait5s,time_threshold,7,True
