qbin,tbin,q,duration_s,impact_over_sigma,n,regime,granularity,variant,method,seed,primary
0,0,7.833649601834266e-07,2.770144165174129,0.0026658868328696046,2010,normal,aggressive,random_n6,random_traders,23,True
0,1,7.677321614208587e-07,13.51712299786894,0.0027072386267446478,1877,normal,aggressive,random_n6,random_traders,23,True
0,2,8.089340519119362e-07,30.74707456596306,0.0026330926487370494,1516,normal,aggressive,random_n6,random_traders,23,True
0,3,8.423353974582381e-07,60.58647596511628,0.0029336646237802925,1118,normal,aggressive,random_n6,random_traders,23,True
0,4,9.173999346089714e-07,133.18508940872377,0.004083112438227848,619,normal,aggressive,random_n6,random_traders,23,True
1,0,3.13554341056016e-06,3.0004665710186518,0.004274183981901518,1394,normal,aggressive,random_n6,random_traders,23,True
1,1,3.2000993947649866e-06,13.772968644261255,0.005023868023248497,1577,normal,aggressive,random_n6,random_traders,23,True
1,2,3.3060594352239194e-06,30.71278791725465,0.00595900937232247,1559,normal,aggressive,random_n6,random_traders,23,True
1,3,3.3994549375885567e-06,60.96046213900415,0.00641883022178066,1446,normal,aggressive,random_n6,random_traders,23,True
1,4,3.5915711589589546e-06,145.75039041530525,0.006615812540000369,1163,normal,aggressive,random_n6,random_traders,23,True
2,0,1.2349360974360901e-05,2.8315924530434784,0.0040591100912655085,1150,normal,aggressive,random_n6,random_traders,23,True
2,1,1.1971946773454833e-05,13.643484530314657,0.004447122929968474,1303,normal,aggressive,random_n6,random_traders,23,True
2,2,1.2069238576486638e-05,31.214365811805557,0.005930320827279899,1440,normal,aggressive,random_n6,random_traders,23,True
2,3,1.2285772809492474e-05,61.257031708695656,0.007555456185084611,1610,normal,aggressive,random_n6,random_traders,23,True
2,4,1.2664461247951338e-05,161.77297950977996,0.008158888879165988,1636,normal,aggressive,random_n6,random_traders,23,True
3,0,5.0868299405736594e-05,2.605797009716599,0.004541295269443205,1235,normal,aggressive,random_n6,random_traders,23,True
3,1,5.108125689140348e-05,13.888693621035058,0.006572740277555767,1198,normal,aggressive,random_n6,random_traders,23,True
3,2,5.1224067449129035e-05,31.221579642433237,0.007558779878151992,1348,normal,aggressive,random_n6,random_traders,23,True
3,3,5.069458954197552e-05,61.44020415813648,0.009736902763763792,1524,normal,aggressive,random_n6,random_traders,23,True
3,4,5.1387144773140614e-05,169.84023644438386,0.01256789449614174,1834,normal,aggressive,random_n6,random_traders,23,True
4,0,0.0008667660396937193,2.2301659022945968,0.008073869042691697,1351,normal,aggressive,random_n6,random_traders,23,True
4,1,0.0007225379029916513,13.671473827702703,0.01050598916751451,1184,normal,aggressive,random_n6,random_traders,23,True
4,2,0.0007124092482210233,31.46739933934169,0.011234116280369692,1276,normal,aggressive,random_n6,random_traders,23,True
4,3,0.0006675177033060397,61.77269504371964,0.014217059479066008,1441,normal,aggressive,random_n6,random_traders,23,True
4,4,0.000810945778140049,177.35016271451272,0.02155105737554582,1888,normal,aggressive,random_n6,random_traders,23,True
