clock,horizon,mean_impact_bps,fraction_of_completion,fraction_of_size_endpoint,reference_quote_completion_bps,reference_size_endpoint_bps,sem_iid,n,n_before_complete_filter,regime,granularity,variant,method,seed,primary
z,1.1666666666666667,1.7211816723857336,1.227386374488446,1.0334433903273348,1.4023144693154128,1.665482297816587,0.021751277180155848,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,1.25,1.683759782638494,1.2007005700087214,1.010974289457095,1.4023144693154128,1.665482297816587,0.02241283349719978,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,1.3333333333333333,1.6427634436085294,1.171465801397956,0.9863589938855299,1.4023144693154128,1.665482297816587,0.02300455976169293,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,1.4166666666666665,1.6215329264917526,1.1563261750293132,0.9736116250635319,1.4023144693154128,1.665482297816587,0.023690375784176314,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,1.5,1.5927594177584516,1.135807589959484,0.9563352428581957,1.4023144693154128,1.665482297816587,0.024246956671071296,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,1.5833333333333333,1.5794389040368246,1.126308640891284,0.9483372510818256,1.4023144693154128,1.665482297816587,0.024884026408951713,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,1.6666666666666665,1.5605192211898595,1.1128168861808005,0.9369773687992169,1.4023144693154128,1.665482297816587,0.02542418486962444,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,1.75,1.5396369813040072,1.097925618677837,0.9244391149173062,1.4023144693154128,1.665482297816587,0.026039324919387836,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,1.8333333333333333,1.5300320883423608,1.0910763040827052,0.9186720809630948,1.4023144693154128,1.665482297816587,0.02669687937547285,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,1.9166666666666665,1.518296932737588,1.0827078846863756,0.9116259804910829,1.4023144693154128,1.665482297816587,0.02718045789013964,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.0,1.509999489862507,1.0767909216537317,0.9066439744463722,1.4023144693154128,1.665482297816587,0.027664769280764046,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.083333333333333,1.5000587908246121,1.0697021414582684,0.9006753135660213,1.4023144693154128,1.665482297816587,0.028205846053218825,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.1666666666666665,1.4864826079923248,1.060020873005754,0.8925238112353838,1.4023144693154128,1.665482297816587,0.028746143119152804,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.25,1.473187179689492,1.050539812520567,0.8845408814136362,1.4023144693154128,1.665482297816587,0.029338620248597416,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.333333333333333,1.4705777188334859,1.0486789882096832,0.8829740915057356,1.4023144693154128,1.665482297816587,0.029895996079847113,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.4166666666666665,1.466516675133416,1.0457830302851725,0.880535732535848,1.4023144693154128,1.665482297816587,0.03043758893076906,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.5,1.463955423982047,1.043956584643048,0.8789978890206532,1.4023144693154128,1.665482297816587,0.030997200273192405,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.583333333333333,1.4635915670622897,1.0436971157951407,0.878779419619787,1.4023144693154128,1.665482297816587,0.0314998447788557,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.6666666666666665,1.4494304120515618,1.033598699697615,0.8702766843885013,1.4023144693154128,1.665482297816587,0.031874200475316083,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.75,1.4454593287224626,1.030766893126413,0.8678923400251266,1.4023144693154128,1.665482297816587,0.03236694358439952,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.833333333333333,1.4471469954794722,1.0319703797864583,0.8689056601662186,1.4023144693154128,1.665482297816587,0.03280681602021253,35773,35860,normal,aggressive,random_n6,random_traders,7,True
