qbin,tbin,q,duration_s,impact_over_sigma,n,regime,granularity,variant,method,seed,primary
0,0,7.708135494481125e-07,2.9648527346835443,0.002494440028363087,1975,normal,aggressive,random_n6,random_traders,71,True
0,1,7.803568912471848e-07,13.450369264467279,0.00266011843531272,1849,normal,aggressive,random_n6,random_traders,71,True
0,2,7.967913387326925e-07,29.890698643861892,0.003477961759819885,1564,normal,aggressive,random_n6,random_traders,71,True
0,3,8.387332052246816e-07,59.3846580880069,0.0026363892198870234,1159,normal,aggressive,random_n6,random_traders,71,True
0,4,8.939161980081265e-07,133.88848786612903,0.0029711944433093726,620,normal,aggressive,random_n6,random_traders,71,True
1,0,3.1031845886482332e-06,3.067905071937322,0.004362103242988564,1404,normal,aggressive,random_n6,random_traders,71,True
1,1,3.271864215832848e-06,13.570198338125001,0.005117455643089833,1600,normal,aggressive,random_n6,random_traders,71,True
1,2,3.3006751550454393e-06,30.37613732929164,0.005290612948963242,1567,normal,aggressive,random_n6,random_traders,71,True
1,3,3.42296552240347e-06,60.39729124704336,0.005973660058397826,1522,normal,aggressive,random_n6,random_traders,71,True
1,4,3.4769980511574576e-06,144.35207557036347,0.006440077100648248,1073,normal,aggressive,random_n6,random_traders,71,True
2,0,1.2382420117347448e-05,2.9686404991525426,0.003777902270790842,1180,normal,aggressive,random_n6,random_traders,71,True
2,1,1.1903295074565179e-05,13.792743765450485,0.004924612755522949,1343,normal,aggressive,random_n6,random_traders,71,True
2,2,1.2056538355735855e-05,30.443946691766364,0.005985673231946155,1421,normal,aggressive,random_n6,random_traders,71,True
2,3,1.2087129507516478e-05,61.10467758811882,0.006929833959447057,1515,normal,aggressive,random_n6,random_traders,71,True
2,4,1.2372152614927597e-05,157.29875172700642,0.009264532835209014,1707,normal,aggressive,random_n6,random_traders,71,True
3,0,5.0718360302813035e-05,2.691266461924686,0.004887438249592873,1195,normal,aggressive,random_n6,random_traders,71,True
3,1,4.982817750316309e-05,13.60707128940784,0.006494925838694862,1199,normal,aggressive,random_n6,random_traders,71,True
3,2,5.0347639799349125e-05,30.296697785983422,0.007974915077372701,1327,normal,aggressive,random_n6,random_traders,71,True
3,3,5.051868917486812e-05,61.35805078191149,0.009532726127145683,1559,normal,aggressive,random_n6,random_traders,71,True
3,4,5.101414202117072e-05,170.70646333457054,0.012983251806949432,1886,normal,aggressive,random_n6,random_traders,71,True
4,0,0.0008335648225159464,2.321525329087049,0.007846442011010537,1413,normal,aggressive,random_n6,random_traders,71,True
4,1,0.0007205418944909481,13.491580008510638,0.010103699310854305,1175,normal,aggressive,random_n6,random_traders,71,True
4,2,0.0007272827093645651,30.36634677544677,0.011817937275716712,1287,normal,aggressive,random_n6,random_traders,71,True
4,3,0.0007222378040567937,61.69505931892275,0.014543216676925128,1411,normal,aggressive,random_n6,random_traders,71,True
4,4,0.0007794175520862605,177.31511342712764,0.021307358671127374,1880,normal,aggressive,random_n6,random_traders,71,True
