bin_start,bin_end,orders,ratio_to_uniform,sem_across_days,n_days
0.62,0.621,178,0.8941,0.0657198,8
0.621,0.622,147,0.760782,0.0332516,8
0.622,0.623,185,0.97721,0.0833711,8
0.623,0.624,182,0.909816,0.0733823,8
0.624,0.625,103,0.516028,0.0542872,8
0.625,0.626,151,0.736618,0.110878,8
0.626,0.627,238,1.24871,0.105016,8
0.627,0.628,189,0.977979,0.084814,8
0.628,0.629,185,0.965105,0.07485,8
0.629,0.63,141,0.723174,0.0934773,8
0.63,0.631,170,0.88428,0.0687051,8
0.631,0.632,191,0.95561,0.0502594,8
0.632,0.633,165,0.874328,0.0878177,8
0.633,0.634,185,0.940294,0.0469468,8
0.634,0.635,186,0.922523,0.103276,8
0.635,0.636,168,0.85691,0.0669226,8
0.636,0.637,176,0.909297,0.0752105,8
0.637,0.638,146,0.755174,0.106497,8
0.638,0.639,171,0.883889,0.0847915,8
0.639,0.64,157,0.829362,0.0729612,8
0.64,0.641,178,0.90409,0.0509762,8
0.641,0.642,141,0.737165,0.0534101,8
0.642,0.643,150,0.754689,0.0777048,8
0.643,0.644,169,0.865173,0.0613096,8
0.644,0.645,155,0.775907,0.0666674,8
0.645,0.646,168,0.846418,0.0528767,8
0.646,0.647,99,0.491516,0.062886,8
0.647,0.648,127,0.626996,0.0826838,8
0.648,0.649,246,1.25687,0.0964081,8
0.649,0.65,204,1.00212,0.0954358,8
0.65,0.651,202,0.994799,0.109271,8
0.651,0.652,183,0.944894,0.0622553,8
0.652,0.653,167,0.857657,0.0604157,8
0.653,0.654,173,0.88358,0.0721431,8
0.654,0.655,197,0.997303,0.0622283,8
0.655,0.656,162,0.840987,0.0436443,8
0.656,0.657,198,0.979849,0.0891118,8
0.657,0.658,187,0.927873,0.0738052,8
0.658,0.659,161,0.794201,0.0692419,8
0.659,0.66,164,0.790558,0.1061,8
0.66,0.661,162,0.794943,0.0934674,8
0.661,0.662,170,0.868218,0.101074,8
0.662,0.663,171,0.857916,0.0790431,8
0.663,0.664,162,0.807302,0.100421,8
0.664,0.665,155,0.780179,0.0437321,8
0.665,0.666,144,0.715317,0.0759122,8
0.666,0.667,154,0.79594,0.0961756,8
0.667,0.668,130,0.65105,0.0440632,8
0.668,0.669,99,0.491663,0.0407487,8
0.669,0.67,120,0.587255,0.0760005,8
0.67,0.671,222,1.13229,0.106343,8
0.671,0.672,158,0.773574,0.0995993,8
0.672,0.673,174,0.889805,0.0813611,8
0.673,0.674,192,0.9797,0.0676773,8
0.674,0.675,144,0.734146,0.0668636,8
0.675,0.676,136,0.70418,0.0719624,8
0.676,0.677,142,0.725248,0.0656401,8
0.677,0.678,171,0.853675,0.101299,8
0.678,0.679,138,0.666722,0.0673596,8
0.679,0.68,164,0.840229,0.0706884,8
0.68,0.681,161,0.79103,0.0730687,8
0.681,0.682,183,0.864665,0.121353,8
0.682,0.683,219,1.07091,0.134078,8
0.683,0.684,179,0.88139,0.0982454,8
0.684,0.685,181,0.911398,0.0834323,8
0.685,0.686,198,0.968605,0.0827492,8
0.686,0.687,163,0.816694,0.0512173,8
0.687,0.688,178,0.902482,0.0405936,8
0.688,0.689,182,0.924235,0.0399938,8
0.689,0.69,170,0.863745,0.0575157,8
0.69,0.691,120,0.620042,0.0656895,8
0.691,0.692,161,0.795648,0.0696035,8
0.692,0.693,232,1.17454,0.137828,8
0.693,0.694,163,0.804277,0.0660025,8
0.694,0.695,181,0.873318,0.111286,8
0.695,0.696,153,0.757578,0.0728543,8
0.696,0.697,156,0.806039,0.0673411,8
0.697,0.698,153,0.788566,0.0860534,8
0.698,0.699,141,0.741732,0.0645426,8
0.699,0.7,157,0.802324,0.0450579,8
0.7,0.701,164,0.824663,0.0602994,8
0.701,0.702,159,0.785739,0.0807032,8
0.702,0.703,170,0.850751,0.0803555,8
0.703,0.704,146,0.746243,0.0690307,8
0.704,0.705,169,0.865232,0.0447552,8
0.705,0.706,158,0.808534,0.053145,8
0.706,0.707,151,0.77303,0.0501442,8
0.707,0.708,166,0.860367,0.0659428,8
0.708,0.709,156,0.776498,0.0733246,8
0.709,0.71,153,0.811843,0.0808212,8
0.71,0.711,179,0.927044,0.201681,8
0.711,0.712,182,0.97831,0.240108,8
0.712,0.713,103,0.532524,0.0927642,8
0.713,0.714,118,0.603267,0.0332078,8
0.714,0.715,236,1.2078,0.116964,8
0.715,0.716,196,0.960586,0.112673,8
0.716,0.717,187,0.929251,0.0990351,8
0.717,0.718,192,0.970047,0.0976075,8
0.718,0.719,196,0.986627,0.0698935,8
0.719,0.72,164,0.82966,0.0711922,8
0.72,0.721,168,0.842517,0.0751682,8
0.721,0.722,156,0.836145,0.106757,8
0.722,0.723,175,0.896885,0.067024,8
0.723,0.724,188,0.96424,0.0625361,8
0.724,0.725,168,0.840917,0.096355,8
0.725,0.726,160,0.812581,0.0641699,8
0.726,0.727,186,0.970672,0.0723441,8
0.727,0.728,165,0.853867,0.0976841,8
0.728,0.729,152,0.801004,0.0619448,8
0.729,0.73,149,0.79416,0.0690312,8
0.73,0.731,181,0.928983,0.0717482,8
0.731,0.732,175,0.876921,0.0724764,8
0.732,0.733,159,0.793077,0.0873583,8
0.733,0.734,156,0.813579,0.0598542,8
0.734,0.735,113,0.570397,0.0444533,8
0.735,0.736,122,0.608514,0.079477,8
0.736,0.737,234,1.21233,0.102764,8
0.737,0.738,146,0.714813,0.0664443,8
0.738,0.739,152,0.743757,0.0613077,8
0.739,0.74,153,0.776807,0.0497311,8
0.74,0.741,140,0.715789,0.0699528,8
0.741,0.742,156,0.789187,0.0927883,8
0.742,0.743,157,0.792949,0.0385184,8
0.743,0.744,119,0.613221,0.0508173,8
0.744,0.745,147,0.756685,0.0593714,8
0.745,0.746,160,0.838533,0.0880317,8
0.746,0.747,164,0.794679,0.0945737,8
0.747,0.748,159,0.783476,0.0739375,8
0.748,0.749,203,1.00348,0.121531,8
0.749,0.75,216,1.06042,0.093587,8
0.75,0.751,178,0.9079,0.0691344,8
0.751,0.752,156,0.79631,0.04904,8
0.752,0.753,167,0.838012,0.0807654,8
0.753,0.754,156,0.801273,0.0613805,8
0.754,0.755,172,0.854732,0.0671433,8
0.755,0.756,189,0.982485,0.0898679,8
0.756,0.757,108,0.548991,0.0622586,8
0.757,0.758,122,0.614009,0.0675833,8
0.758,0.759,238,1.25421,0.160715,8
0.759,0.76,157,0.77551,0.0691721,8
0.76,0.761,194,0.976851,0.0462224,8
0.761,0.762,171,0.860736,0.0920825,8
0.762,0.763,163,0.844519,0.085128,8
0.763,0.764,154,0.772079,0.0794726,8
0.764,0.765,169,0.847364,0.0692775,8
0.765,0.766,147,0.715328,0.0932079,8
0.766,0.767,159,0.814015,0.0501148,8
0.767,0.768,149,0.783103,0.0699607,8
0.768,0.769,154,0.761886,0.0812055,8
0.769,0.77,200,1.01018,0.0793971,8
0.77,0.771,166,0.828574,0.0626942,8
0.771,0.772,157,0.819181,0.0540705,8
0.772,0.773,148,0.762426,0.0477025,8
0.773,0.774,176,0.878596,0.0853037,8
0.774,0.775,177,0.89485,0.0898599,8
0.775,0.776,147,0.722761,0.0668692,8
0.776,0.777,141,0.71636,0.0654132,8
0.777,0.778,154,0.779354,0.0609614,8
0.778,0.779,105,0.533769,0.0521017,8
0.779,0.78,112,0.560494,0.0688448,8
0.78,0.781,212,1.11238,0.0626397,8
0.781,0.782,193,0.961188,0.108735,8
0.782,0.783,229,1.11585,0.135204,8
0.783,0.784,191,0.966648,0.123283,8
0.784,0.785,162,0.808102,0.0652161,8
0.785,0.786,189,0.949275,0.0591374,8
0.786,0.787,182,0.916864,0.0763279,8
0.787,0.788,169,0.887818,0.0745937,8
0.788,0.789,177,0.909633,0.0977899,8
0.789,0.79,147,0.763352,0.0557211,8
0.79,0.791,150,0.791917,0.0945389,8
0.791,0.792,168,0.871648,0.0734661,8
0.792,0.793,190,0.981008,0.0794778,8
0.793,0.794,177,0.92976,0.0700045,8
0.794,0.795,159,0.823174,0.105093,8
0.795,0.796,185,0.946551,0.0494293,8
0.796,0.797,156,0.817651,0.0983099,8
0.797,0.798,195,0.993973,0.0440815,8
0.798,0.799,165,0.840389,0.0609138,8
0.799,0.8,159,0.814868,0.0324463,8
0.8,0.801,132,0.696481,0.0824145,8
0.801,0.802,166,0.882786,0.132016,8
0.802,0.803,240,1.26248,0.127972,8
0.803,0.804,169,0.881024,0.0622346,8
0.804,0.805,210,1.08995,0.094499,8
0.805,0.806,207,1.07703,0.0949007,8
0.806,0.807,177,0.93458,0.0949084,8
0.807,0.808,180,0.965831,0.106531,8
0.808,0.809,219,1.13292,0.0717249,8
0.809,0.81,188,0.985211,0.084985,8
0.81,0.811,188,1.00521,0.123584,8
0.811,0.812,221,1.1946,0.188804,8
0.812,0.813,221,1.19359,0.196904,8
0.813,0.814,192,1.0468,0.172197,8
0.814,0.815,211,1.10021,0.117982,8
0.815,0.816,245,1.22348,0.0996735,8
0.816,0.817,259,1.311,0.0585998,8
0.817,0.818,240,1.20761,0.112355,8
0.818,0.819,221,1.15093,0.0903256,8
0.819,0.82,194,1.00331,0.0795853,8
0.82,0.821,189,1.00238,0.102857,8
0.821,0.822,182,0.953763,0.0844335,8
0.822,0.823,159,0.793543,0.0958999,8
0.823,0.824,179,0.917768,0.0669122,8
0.824,0.825,322,1.678,0.166133,8
0.825,0.826,222,1.15244,0.134509,8
0.826,0.827,195,0.990449,0.0720347,8
0.827,0.828,213,1.10224,0.0650279,8
0.828,0.829,227,1.18794,0.0694629,8
0.829,0.83,223,1.17226,0.0792184,8
0.83,0.831,187,0.962515,0.0848048,8
0.831,0.832,221,1.1684,0.129029,8
0.832,0.833,191,0.99439,0.104301,8
0.833,0.834,217,1.13429,0.111803,8
0.834,0.835,190,0.998016,0.108381,8
0.835,0.836,191,1.02639,0.0984708,8
0.836,0.837,149,0.82258,0.127442,8
0.837,0.838,170,0.855178,0.0598519,8
0.838,0.839,201,1.0566,0.0922343,8
0.839,0.84,181,0.941948,0.0977037,8
0.84,0.841,180,0.972243,0.172359,8
0.841,0.842,207,1.03923,0.0812922,8
0.842,0.843,184,0.977969,0.0923669,8
0.843,0.844,172,0.889229,0.0557284,8
0.844,0.845,146,0.754623,0.101483,8
0.845,0.846,129,0.676869,0.109199,8
0.846,0.847,268,1.41319,0.166389,8
0.847,0.848,220,1.09847,0.0849054,8
0.848,0.849,230,1.18629,0.0789623,8
0.849,0.85,246,1.23393,0.094849,8
0.85,0.851,225,1.14918,0.0737728,8
0.851,0.852,215,1.11841,0.129224,8
0.852,0.853,197,1.00544,0.0682876,8
0.853,0.854,178,0.926024,0.0981144,8
0.854,0.855,207,1.07988,0.106938,8
0.855,0.856,242,1.25755,0.105653,8
0.856,0.857,231,1.21066,0.120185,8
0.857,0.858,216,1.13118,0.154923,8
0.858,0.859,234,1.23084,0.156105,8
0.859,0.86,206,1.10787,0.16659,8
0.86,0.861,196,0.985536,0.0719835,8
0.861,0.862,208,1.04025,0.0854055,8
0.862,0.863,200,1.03969,0.126621,8
0.863,0.864,181,0.954664,0.0826461,8
0.864,0.865,208,1.11719,0.2064,8
0.865,0.866,199,1.03021,0.0747186,8
0.866,0.867,113,0.58263,0.0773122,8
0.867,0.868,141,0.716894,0.0480529,8
0.868,0.869,241,1.25134,0.142432,8
0.869,0.87,172,0.897667,0.0810166,8
0.87,0.871,206,1.03866,0.116053,8
0.871,0.872,200,1.06169,0.113439,8
0.872,0.873,202,1.01671,0.109797,8
0.873,0.874,196,1.02697,0.113735,8
0.874,0.875,190,0.995771,0.118284,8
0.875,0.876,191,0.958478,0.0595209,8
0.876,0.877,192,1.00688,0.126897,8
0.877,0.878,181,0.957755,0.113736,8
0.878,0.879,179,0.913418,0.0549952,8
0.879,0.88,209,1.10699,0.110402,8
0.88,0.881,197,1.03042,0.0845277,8
0.881,0.882,225,1.13909,0.129136,8
0.882,0.883,183,0.913502,0.0480721,8
0.883,0.884,210,1.08792,0.0801276,8
0.884,0.885,213,1.04691,0.113986,8
0.885,0.886,206,1.01212,0.157927,8
0.886,0.887,209,1.061,0.152429,8
0.887,0.888,191,0.983868,0.104542,8
0.888,0.889,120,0.627236,0.0899427,8
0.889,0.89,157,0.787206,0.071914,8
0.89,0.891,295,1.53021,0.200931,8
0.891,0.892,206,1.04249,0.0974848,8
0.892,0.893,185,0.96603,0.106504,8
0.893,0.894,182,0.936005,0.0428236,8
0.894,0.895,192,1.00732,0.112624,8
0.895,0.896,206,1.02846,0.0782591,8
0.896,0.897,169,0.892025,0.111203,8
0.897,0.898,187,0.964518,0.0634061,8
0.898,0.899,201,1.00912,0.0771003,8
0.899,0.9,211,1.05421,0.0786346,8
0.9,0.901,182,0.944889,0.0966535,8
0.901,0.902,178,0.926986,0.0798565,8
0.902,0.903,148,0.74644,0.084376,8
0.903,0.904,163,0.830599,0.0449213,8
0.904,0.905,191,0.984252,0.111203,8
0.905,0.906,160,0.84254,0.0747502,8
0.906,0.907,170,0.87246,0.0559306,8
0.907,0.908,182,0.920518,0.0880219,8
0.908,0.909,165,0.816716,0.0896319,8
0.909,0.91,185,0.931818,0.0842419,8
0.91,0.911,125,0.639751,0.0616427,8
0.911,0.912,128,0.664214,0.0748189,8
0.912,0.913,280,1.45626,0.227172,8
0.913,0.914,195,1.04818,0.218738,8
0.914,0.915,182,0.87954,0.117385,8
0.915,0.916,218,1.05892,0.135179,8
0.916,0.917,212,1.05896,0.104126,8
0.917,0.918,203,1.02225,0.0678289,8
0.918,0.919,175,0.898313,0.058292,8
0.919,0.92,207,1.04026,0.117882,8
0.92,0.921,183,0.942445,0.0677173,8
0.921,0.922,191,0.999874,0.12432,8
0.922,0.923,209,1.07546,0.0909503,8
0.923,0.924,192,0.977763,0.084221,8
0.924,0.925,232,1.17888,0.102844,8
0.925,0.926,222,1.11866,0.0522955,8
0.926,0.927,175,0.903518,0.0878616,8
0.927,0.928,158,0.80716,0.0513557,8
0.928,0.929,144,0.748363,0.0655963,8
0.929,0.93,188,0.928683,0.0720349,8
0.93,0.931,185,0.928952,0.0808348,8
0.931,0.932,194,0.968162,0.11735,8
0.932,0.933,119,0.592685,0.0740504,8
0.933,0.934,112,0.529666,0.094546,8
0.934,0.935,254,1.32018,0.0868315,8
0.935,0.936,187,0.942609,0.0558542,8
0.936,0.937,185,0.927732,0.0738694,8
0.937,0.938,176,0.881441,0.101663,8
0.938,0.939,198,0.989094,0.0546108,8
0.939,0.94,164,0.809282,0.0609383,8
0.94,0.941,171,0.857402,0.0611447,8
0.941,0.942,166,0.823396,0.0533953,8
0.942,0.943,187,0.949972,0.0518251,8
0.943,0.944,170,0.859418,0.0427152,8
0.944,0.945,191,0.977365,0.0617624,8
0.945,0.946,203,1.02113,0.0801951,8
0.946,0.947,168,0.878957,0.045379,8
0.947,0.948,205,1.02868,0.0872375,8
0.948,0.949,185,0.916499,0.107597,8
0.949,0.95,219,1.08303,0.0844247,8
0.95,0.951,205,1.01697,0.0855264,8
0.951,0.952,155,0.791752,0.114952,8
0.952,0.953,177,0.900341,0.0780212,8
0.953,0.954,199,1.01304,0.0679294,8
0.954,0.955,128,0.641268,0.0905242,8
0.955,0.956,191,0.914749,0.126126,8
0.956,0.957,242,1.25689,0.161258,8
0.957,0.958,190,0.927869,0.0968603,8
0.958,0.959,179,0.887577,0.0775465,8
0.959,0.96,182,0.929162,0.07903,8
0.96,0.961,176,0.885479,0.0809834,8
0.961,0.962,179,0.892846,0.0687539,8
0.962,0.963,177,0.919855,0.0633003,8
0.963,0.964,154,0.795054,0.072142,8
0.964,0.965,174,0.893606,0.0572527,8
0.965,0.966,175,0.926414,0.0980715,8
0.966,0.967,170,0.851109,0.0551719,8
0.967,0.968,159,0.821048,0.076934,8
0.968,0.969,207,1.04641,0.0867095,8
0.969,0.97,191,0.942175,0.0862178,8
0.97,0.971,160,0.773634,0.0939366,8
0.971,0.972,195,1.01117,0.0801906,8
0.972,0.973,176,0.905239,0.075521,8
0.973,0.974,163,0.810511,0.0630354,8
0.974,0.975,144,0.754927,0.0778683,8
0.975,0.976,175,0.861337,0.0661807,8
0.976,0.977,168,0.840453,0.0650568,8
0.977,0.978,166,0.831455,0.085649,8
0.978,0.979,148,0.708928,0.0814547,8
0.979,0.98,164,0.812377,0.107361,8
0.98,0.981,188,0.931427,0.0752537,8
0.981,0.982,197,0.955189,0.160288,8
0.982,0.983,211,1.05028,0.0770927,8
0.983,0.984,176,0.851823,0.0996243,8
0.984,0.985,198,0.986554,0.0800215,8
0.985,0.986,220,1.06809,0.112389,8
0.986,0.987,167,0.825993,0.0665523,8
0.987,0.988,189,0.981185,0.0403305,8
0.988,0.989,206,1.048,0.0709566,8
0.989,0.99,230,1.15754,0.129718,8
0.99,0.991,195,0.955124,0.10836,8
0.991,0.992,175,0.870129,0.0650149,8
0.992,0.993,154,0.777751,0.0536572,8
0.993,0.994,190,0.963069,0.0531263,8
0.994,0.995,198,0.988472,0.0534475,8
0.995,0.996,197,0.965813,0.0916787,8
0.996,0.997,176,0.883082,0.0684842,8
0.997,0.998,179,0.89939,0.0797255,8
0.998,0.999,161,0.806906,0.0691553,8
0.999,1,148,0.739135,0.0771798,8
