orders,exchange_backsteps_as_stored,share_multiple_of_10us,share_multiple_of_1ms,smallest_positive_gap_ns,share_zero_gap,median_gap_s,median_recv_minus_exch_ms,bins_searched,expected_max_ratio,max_ratio,fundamental_hz,fundamental_period_s,lines_explained,lines_strong,clip_groups,share_of_orders_in_clip_groups,median_cv,groups_more_regular_p01,expected_false_positives_p01,control_median_z,best_candidate_period_s,best_candidate_mean_z
195933,32,0.0995085,0.000959512,5000,0.00176592,1.60543,61.1472,1727137,20.72,58.1962,0.1,10,15,15,205,0.062848,1.8414,2,2.05,2.08099,2.5,266.215
