qbin,tbin,q,duration_s,impact_over_sigma,n,regime,granularity,variant,method,seed,primary
0,0,5.229780791135241e-07,4.320232453531599,0.002191328015771068,269,stress,aggressive,threshold_wait20s,time_threshold,7,False
0,1,5.223767373847045e-07,10.981418686619717,0.0009720065362720357,284,stress,aggressive,threshold_wait20s,time_threshold,7,False
0,2,5.137821412433417e-07,19.601838899999997,0.00040677621184442007,260,stress,aggressive,threshold_wait20s,time_threshold,7,False
0,3,5.123691069872064e-07,33.21014284291188,0.0011200863100247153,261,stress,aggressive,threshold_wait20s,time_threshold,7,False
0,4,5.225525471247177e-07,63.76051321910113,0.0012539398676758935,178,stress,aggressive,threshold_wait20s,time_threshold,7,False
1,0,1.804095766841364e-06,4.172345833333333,0.003337242454545024,252,stress,aggressive,threshold_wait20s,time_threshold,7,False
1,1,1.8639020677544353e-06,10.712698953667955,0.0025884260544074156,259,stress,aggressive,threshold_wait20s,time_threshold,7,False
1,2,1.8520375589005956e-06,19.74480831178707,0.003404700436414815,263,stress,aggressive,threshold_wait20s,time_threshold,7,False
1,3,1.8256041398726701e-06,33.44973788607595,0.002640777927244199,237,stress,aggressive,threshold_wait20s,time_threshold,7,False
1,4,1.8559533430821926e-06,66.75147298755186,0.0019831273613504946,241,stress,aggressive,threshold_wait20s,time_threshold,7,False
2,0,5.559954195909428e-06,4.1088282734375,0.002590408221343882,256,stress,aggressive,threshold_wait20s,time_threshold,7,False
2,1,5.341250481892311e-06,10.860689800829876,0.0017021500256226086,241,stress,aggressive,threshold_wait20s,time_threshold,7,False
2,2,5.351783771503749e-06,19.57409723628692,0.002543779045594003,237,stress,aggressive,threshold_wait20s,time_threshold,7,False
2,3,5.23654909091527e-06,32.88186842352941,0.0026884415612765332,255,stress,aggressive,threshold_wait20s,time_threshold,7,False
2,4,5.313795902118976e-06,68.43917224714829,0.005307179054611088,263,stress,aggressive,threshold_wait20s,time_threshold,7,False
3,0,1.737174065954294e-05,4.039763731707317,0.0026896477364432964,246,stress,aggressive,threshold_wait20s,time_threshold,7,False
3,1,1.743031675567991e-05,10.943945366666666,0.003603438927158452,240,stress,aggressive,threshold_wait20s,time_threshold,7,False
3,2,1.8527439700442124e-05,19.61179048828125,0.00399809757842907,256,stress,aggressive,threshold_wait20s,time_threshold,7,False
3,3,1.722373238629971e-05,33.14248368181818,0.0025874876402469976,242,stress,aggressive,threshold_wait20s,time_threshold,7,False
3,4,1.821465656206032e-05,71.45465987313433,0.0026914470157114547,268,stress,aggressive,threshold_wait20s,time_threshold,7,False
4,0,0.00033722490176029004,3.940824013100437,0.004088330033993048,229,stress,aggressive,threshold_wait20s,time_threshold,7,False
4,1,0.00033490224994989383,11.067808574561404,0.004455688505897018,228,stress,aggressive,threshold_wait20s,time_threshold,7,False
4,2,0.0003840351585279083,19.712055576271187,0.002782769387384761,236,stress,aggressive,threshold_wait20s,time_threshold,7,False
4,3,0.0003379723852054565,32.87564981322957,0.006449542859992773,257,stress,aggressive,threshold_wait20s,time_threshold,7,False
4,4,0.00031466302444318984,76.92561554635762,0.004513361235674603,302,stress,aggressive,threshold_wait20s,time_threshold,7,False
