qbin,tbin,q,duration_s,impact_over_sigma,n,regime,granularity,variant,method,seed,primary
0,0,4.828874446688109e-07,1.8425172886597938,0.004246950002880001,3395,normal,fill,random_n6,random_traders,7,True
0,1,5.0226887517762e-07,8.049934910058028,0.005032917172862083,3102,normal,fill,random_n6,random_traders,7,True
0,2,5.194583034371827e-07,18.078081880397402,0.005833713129776434,2617,normal,fill,random_n6,random_traders,7,True
0,3,5.451186472232389e-07,35.65438065453558,0.006046769814455465,1841,normal,fill,random_n6,random_traders,7,True
0,4,5.587294256934132e-07,81.458595516763,0.0066710465360672044,865,normal,fill,random_n6,random_traders,7,True
1,0,1.8208139693912887e-06,1.90715653078203,0.005311343756776044,2404,normal,fill,random_n6,random_traders,7,True
1,1,1.8612612205705629e-06,8.222148478078536,0.006870500584978241,2623,normal,fill,random_n6,random_traders,7,True
1,2,1.9062111059917509e-06,18.24764866067942,0.008036913165479482,2561,normal,fill,random_n6,random_traders,7,True
1,3,1.9523865192053814e-06,36.015975800324675,0.009201723091130492,2464,normal,fill,random_n6,random_traders,7,True
1,4,2.0573597360968087e-06,86.33651838361581,0.010152963703892574,1770,normal,fill,random_n6,random_traders,7,True
2,0,7.554510346266779e-06,1.8314767885131507,0.0045050154802419385,1863,normal,fill,random_n6,random_traders,7,True
2,1,7.52808530101883e-06,8.179641,0.00615506464440177,2141,normal,fill,random_n6,random_traders,7,True
2,2,7.4165649254444975e-06,18.33502056241787,0.007548816161738733,2283,normal,fill,random_n6,random_traders,7,True
2,3,7.387259118485776e-06,36.65689162210407,0.009898517727535177,2633,normal,fill,random_n6,random_traders,7,True
2,4,7.5293735215138875e-06,96.59245066517086,0.013120575559628811,2897,normal,fill,random_n6,random_traders,7,True
3,0,3.071075174675933e-05,1.714362676210307,0.005189472201031912,1921,normal,fill,random_n6,random_traders,7,True
3,1,3.005785337323576e-05,8.248302904534606,0.00670624008002083,2095,normal,fill,random_n6,random_traders,7,True
3,2,3.0435783544393958e-05,18.50226392549889,0.008275416777049412,2255,normal,fill,random_n6,random_traders,7,True
3,3,3.01761383058315e-05,36.706206790791605,0.011204648663063265,2476,normal,fill,random_n6,random_traders,7,True
3,4,3.129027163530873e-05,105.20421051692709,0.015367406018432344,3072,normal,fill,random_n6,random_traders,7,True
4,0,0.0005415096220213262,1.4161520572194903,0.007909982027554047,2237,normal,fill,random_n6,random_traders,7,True
4,1,0.0004323619575304564,8.321303872512104,0.010292263562616245,1859,normal,fill,random_n6,random_traders,7,True
4,2,0.00041704914489407987,18.37269215786971,0.012949823389673105,2103,normal,fill,random_n6,random_traders,7,True
4,3,0.0004459331937124327,36.663520581288985,0.01568628342843635,2405,normal,fill,random_n6,random_traders,7,True
4,4,0.0004998885877729646,107.9439361044776,0.02313947661849872,3216,normal,fill,random_n6,random_traders,7,True
