qbin,tbin,q,duration_s,impact_over_sigma,n,regime,granularity,variant,method,seed,primary
0,0,4.5950756995072263e-07,4.208635481171548,0.0009662929447262254,239,normal,aggressive,threshold_wait20s,time_threshold,23,False
0,1,4.882096714374744e-07,11.028775171806167,0.001564960870383867,227,normal,aggressive,threshold_wait20s,time_threshold,23,False
0,2,4.5967361478202854e-07,20.0919091637931,0.0018816976900247818,232,normal,aggressive,threshold_wait20s,time_threshold,23,False
0,3,4.736601443300483e-07,33.78840578773585,0.0010022211916782993,212,normal,aggressive,threshold_wait20s,time_threshold,23,False
0,4,4.771757120092664e-07,64.99273339506172,0.0018722884713009626,162,normal,aggressive,threshold_wait20s,time_threshold,23,False
1,0,1.733991493160531e-06,4.231253899159664,0.002596653740023119,238,normal,aggressive,threshold_wait20s,time_threshold,23,False
1,1,1.696332902989704e-06,11.086342236363636,0.0030218158290344034,220,normal,aggressive,threshold_wait20s,time_threshold,23,False
1,2,1.69711523693485e-06,19.957287574468086,0.0032236468146024976,235,normal,aggressive,threshold_wait20s,time_threshold,23,False
1,3,1.7358059695939178e-06,33.26348282051282,0.00043891912483299205,195,normal,aggressive,threshold_wait20s,time_threshold,23,False
1,4,1.773947298162933e-06,66.07599384782608,0.0036616952779512735,184,normal,aggressive,threshold_wait20s,time_threshold,23,False
2,0,4.72952124636142e-06,4.05526096517413,0.002963428184009881,201,normal,aggressive,threshold_wait20s,time_threshold,23,False
2,1,4.538201816230578e-06,11.05145462085308,0.003259569662673903,211,normal,aggressive,threshold_wait20s,time_threshold,23,False
2,2,4.73698576334274e-06,20.174912641148325,0.0021467950996932493,209,normal,aggressive,threshold_wait20s,time_threshold,23,False
2,3,4.9660325631501095e-06,33.550095647577095,0.0038101842483783373,227,normal,aggressive,threshold_wait20s,time_threshold,23,False
2,4,4.737857954410491e-06,67.08976868161436,0.0033127421866498293,223,normal,aggressive,threshold_wait20s,time_threshold,23,False
3,0,1.8751395180469403e-05,4.480385225352113,0.0031803037612160036,213,normal,aggressive,threshold_wait20s,time_threshold,23,False
3,1,1.8138796555075316e-05,11.043326901960784,0.0022994622820769702,204,normal,aggressive,threshold_wait20s,time_threshold,23,False
3,2,1.743847040976868e-05,20.287119028708133,0.0006022629178652404,209,normal,aggressive,threshold_wait20s,time_threshold,23,False
3,3,1.7730479620271736e-05,33.792410357142856,0.0034007664204539784,210,normal,aggressive,threshold_wait20s,time_threshold,23,False
3,4,1.9207124662010238e-05,72.21732706355931,0.006968120260704021,236,normal,aggressive,threshold_wait20s,time_threshold,23,False
4,0,0.00037213395620891334,4.170742198895028,0.003984980693263841,181,normal,aggressive,threshold_wait20s,time_threshold,23,False
4,1,0.00031817753352261845,10.839594785714286,0.004222349144274164,210,normal,aggressive,threshold_wait20s,time_threshold,23,False
4,2,0.0005129766029621965,19.774238397849462,0.004122541880328538,186,normal,aggressive,threshold_wait20s,time_threshold,23,False
4,3,0.00047227623945273617,33.78920042982456,0.0038799578071615367,228,normal,aggressive,threshold_wait20s,time_threshold,23,False
4,4,0.0003291717458826273,74.64531828838952,0.0074518486279785195,267,normal,aggressive,threshold_wait20s,time_threshold,23,False
