qbin,tbin,q,duration_s,impact_over_sigma,n,regime,granularity,variant,method,seed,primary
0,0,7.631959404880415e-07,2.9496441025115323,0.002481487910381806,1951,normal,aggressive,random_n6,random_traders,7,True
0,1,7.744616077442908e-07,13.570759963607594,0.0026857707374108603,1896,normal,aggressive,random_n6,random_traders,7,True
0,2,7.845660599655864e-07,30.302103281949933,0.0030231577711301427,1518,normal,aggressive,random_n6,random_traders,7,True
0,3,8.251690094742278e-07,59.264278778829606,0.0032119673783674923,1162,normal,aggressive,random_n6,random_traders,7,True
0,4,8.853448826326162e-07,133.767690048062,0.0037462604835910122,645,normal,aggressive,random_n6,random_traders,7,True
1,0,3.0649494159769236e-06,3.123794319610778,0.003991836150581424,1336,normal,aggressive,random_n6,random_traders,7,True
1,1,3.1555132932290656e-06,13.729004716666667,0.004655524066070739,1620,normal,aggressive,random_n6,random_traders,7,True
1,2,3.30928698604712e-06,30.356182155363747,0.005770403303414715,1622,normal,aggressive,random_n6,random_traders,7,True
1,3,3.3618815120649897e-06,60.28769743265306,0.005855956849828724,1470,normal,aggressive,random_n6,random_traders,7,True
1,4,3.469504916811721e-06,144.57274226067616,0.006600722667759216,1124,normal,aggressive,random_n6,random_traders,7,True
2,0,1.1849086579242412e-05,2.9782771219715958,0.003714823572377852,1197,normal,aggressive,random_n6,random_traders,7,True
2,1,1.1816744007040806e-05,13.781118650986343,0.005132008017591501,1318,normal,aggressive,random_n6,random_traders,7,True
2,2,1.1773810637431373e-05,30.728876737647877,0.005798987404110297,1437,normal,aggressive,random_n6,random_traders,7,True
2,3,1.1899013896806864e-05,60.68028809193871,0.007731498105216446,1501,normal,aggressive,random_n6,random_traders,7,True
2,4,1.2353920789563886e-05,156.2516535840605,0.00925133948948701,1719,normal,aggressive,random_n6,random_traders,7,True
3,0,4.991232137821852e-05,2.7388503120967744,0.00526733822059432,1240,normal,aggressive,random_n6,random_traders,7,True
3,1,4.951177480387667e-05,13.864241954013377,0.00642884821227962,1196,normal,aggressive,random_n6,random_traders,7,True
3,2,4.969031508244588e-05,30.667972838213764,0.00823655275284255,1366,normal,aggressive,random_n6,random_traders,7,True
3,3,4.970883793269827e-05,60.886011211068215,0.009213136024161938,1554,normal,aggressive,random_n6,random_traders,7,True
3,4,5.010647125134716e-05,172.49252205286345,0.012319643680758614,1816,normal,aggressive,random_n6,random_traders,7,True
4,0,0.0008445599408177784,2.285263224447514,0.007279374772564372,1448,normal,aggressive,random_n6,random_traders,7,True
4,1,0.0006886491730927505,13.596721476357269,0.010403498554932222,1142,normal,aggressive,random_n6,random_traders,7,True
4,2,0.000679445492482271,30.51806864768104,0.011811966595519632,1229,normal,aggressive,random_n6,random_traders,7,True
4,3,0.0007029911242586627,60.625137850505055,0.014462512401680344,1485,normal,aggressive,random_n6,random_traders,7,True
4,4,0.0007818004551874441,173.36803262312634,0.021049613647015134,1868,normal,aggressive,random_n6,random_traders,7,True
