clock,horizon,mean_impact_bps,fraction_of_completion,sem_iid,n,n_before_complete_filter,regime,granularity,variant,method,seed,primary
z,2.0,1.509999489862507,0.9066439744463722,0.027664769280764046,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.083333333333333,1.5000587908246121,0.9006753135660213,0.028205846053218825,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.1666666666666665,1.4864826079923248,0.8925238112353838,0.028746143119152804,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.25,1.473187179689492,0.8845408814136362,0.029338620248597416,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.333333333333333,1.4705777188334859,0.8829740915057356,0.029895996079847113,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.4166666666666665,1.466516675133416,0.880535732535848,0.03043758893076906,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.5,1.463955423982047,0.8789978890206532,0.030997200273192405,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.583333333333333,1.4635915670622897,0.878779419619787,0.0314998447788557,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.6666666666666665,1.4494304120515618,0.8702766843885013,0.031874200475316083,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.75,1.4454593287224626,0.8678923400251266,0.03236694358439952,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.833333333333333,1.4471469954794722,0.8689056601662186,0.03280681602021253,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,2.9166666666666665,1.4473942755534501,0.8690541337190759,0.03319560725818381,35773,35860,normal,aggressive,random_n6,random_traders,7,True
z,3.0,1.4409132240506897,0.8651627375083465,0.033718319210296784,35773,35860,normal,aggressive,random_n6,random_traders,7,True
seconds,0.1,1.7471988300685788,1.0459870282488823,0.02017472393636669,35464,35697,normal,aggressive,random_n6,random_traders,23,True
seconds,1.0,1.8251811623999645,1.0926723319747447,0.020880658961648695,35464,35697,normal,aggressive,random_n6,random_traders,23,True
seconds,5.0,1.805001109960528,1.0805912381016427,0.02198027327317778,35464,35697,normal,aggressive,random_n6,random_traders,23,True
seconds,15.0,1.6609677869787978,0.9943635089607308,0.02411452425526661,35464,35697,normal,aggressive,random_n6,random_traders,23,True
seconds,30.0,1.500581845893799,0.8983460374507404,0.02685041642154127,35464,35697,normal,aggressive,random_n6,random_traders,23,True
seconds,60.0,1.37381742963188,0.8224566007297321,0.03183690571790902,35464,35697,normal,aggressive,random_n6,random_traders,23,True
seconds,180.0,1.2845146775074638,0.7689941563292868,0.04717782510510788,35464,35697,normal,aggressive,random_n6,random_traders,23,True
seconds,600.0,1.296850040519701,0.7763789081259869,0.07714040386621494,35464,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.0,1.4166218796356165,0.8491630618951749,0.019315212258250614,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.0833333333333333,1.7634324339142569,1.0570510780287137,0.02120694059551504,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.1666666666666667,1.7398589022311381,1.0429204390547702,0.02200749683334978,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.25,1.7077149977886839,1.023652477215411,0.022726552494045597,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.3333333333333333,1.6749138580919636,1.0039905500498623,0.023345032257416028,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.4166666666666665,1.6419138913971427,0.9842094403805546,0.024033768869346637,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.5,1.6226365915651333,0.9726540838060598,0.02476517761311982,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.5833333333333333,1.6010263993726648,0.959700325831476,0.025394915936051775,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.6666666666666665,1.5804259937147467,0.9473518623521036,0.025992876845453986,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.75,1.5630986689520736,0.9369653757663478,0.026576719909030565,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.8333333333333333,1.5446273803040196,0.9258931650014217,0.027103028853603266,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,1.9166666666666665,1.5341124307602254,0.9195902080312963,0.02775769856616826,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.0,1.5191692217006016,0.9106328275601759,0.028219238820287196,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.083333333333333,1.5103151321488775,0.9053254368568995,0.028777004434916514,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.1666666666666665,1.500437310107033,0.8994043920597755,0.029369147128487573,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.25,1.4830145255703107,0.8889606841962852,0.029826207232162342,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.333333333333333,1.488203980355541,0.8920713895851686,0.030474205607707194,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.4166666666666665,1.4831519638627295,0.8890430685804951,0.030943697613537106,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.5,1.474936637584002,0.8841185705774666,0.03146122747489133,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.583333333333333,1.4691836189815526,0.88067004916055,0.03200717169836438,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.6666666666666665,1.461664603689842,0.876162939578713,0.0324067744364021,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.75,1.4561485566936765,0.8728564656182611,0.0329221248519308,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.833333333333333,1.4589842305612946,0.8745562484174525,0.03335225909131392,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,2.9166666666666665,1.4632083369084201,0.8770882967579868,0.03380097249037415,35605,35697,normal,aggressive,random_n6,random_traders,23,True
z,3.0,1.4513289118906054,0.8699674347504931,0.03416638352002577,35605,35697,normal,aggressive,random_n6,random_traders,23,True
seconds,0.1,1.7442639128166855,1.0443502554950816,0.020174556634161338,35600,35831,normal,aggressive,random_n6,random_traders,71,True
seconds,1.0,1.8201250951792118,1.0897709310019936,0.020890733473209876,35600,35831,normal,aggressive,random_n6,random_traders,71,True
seconds,5.0,1.8007488969928636,1.0781697407361472,0.021853084411956755,35600,35831,normal,aggressive,random_n6,random_traders,71,True
seconds,15.0,1.645854924486188,0.985429440043476,0.023856678628695713,35600,35831,normal,aggressive,random_n6,random_traders,71,True
seconds,30.0,1.5070633552016532,0.9023301969886777,0.026759875935905352,35600,35831,normal,aggressive,random_n6,random_traders,71,True
seconds,60.0,1.3980271121501715,0.8370464819199213,0.031767818142269824,35600,35831,normal,aggressive,random_n6,random_traders,71,True
seconds,180.0,1.3044769600363595,0.7810348173181488,0.04701500072215782,35600,35831,normal,aggressive,random_n6,random_traders,71,True
seconds,600.0,1.2885824404989057,0.771518226727734,0.07709891517921644,35600,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.0,1.4088972742756962,0.8446791200231353,0.01933860996881338,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.0833333333333333,1.7652208424779845,1.0583065317074567,0.02110475615001244,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.1666666666666667,1.729707129885225,1.0370149215600608,0.02177252952446369,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.25,1.691547346106701,1.0141369068383081,0.02247106797889875,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.3333333333333333,1.6601343251671692,0.995303792906625,0.023231372065898644,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.4166666666666665,1.6290683193243372,0.9766787256593005,0.023956940819951495,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.5,1.6031086398817578,0.9611150649240539,0.024734308093185463,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.5833333333333333,1.5841669814708172,0.9497589329686157,0.025359321384901528,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.6666666666666665,1.5636616946169188,0.9374653555930209,0.025963848604711834,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.75,1.5544363829046157,0.931934485229819,0.02662931338021221,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.8333333333333333,1.5374390410941339,0.9217440334592375,0.027245600102908735,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,1.9166666666666665,1.535293747694812,0.9204578612351751,0.027836491353707245,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.0,1.5227094021336207,0.9129131423058559,0.02823192881709245,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.083333333333333,1.517298869747593,0.9096693545449377,0.028804394826561785,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.1666666666666665,1.5080867435981085,0.9041463893497008,0.029366769776053608,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.25,1.5011155975360135,0.8999669636181049,0.029960113258108576,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.333333333333333,1.4890092424372467,0.8927088153072062,0.03048590813260823,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.4166666666666665,1.4829721718273594,0.8890893977787716,0.030960775792378794,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.5,1.484238060743913,0.8898483387999552,0.03141123226563178,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.583333333333333,1.4832342966373915,0.8892465500125908,0.03174099542679421,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.6666666666666665,1.4727571082977657,0.88296513944518,0.03234004163460484,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.75,1.4680199801807332,0.8801250791495214,0.03281978771058232,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.833333333333333,1.462236769826527,0.8766578589894066,0.03328639014194558,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,2.9166666666666665,1.463745184995797,0.877562202280484,0.03364272058988355,35747,35831,normal,aggressive,random_n6,random_traders,71,True
z,3.0,1.4563613146732173,0.8731353351125792,0.033996243053498625,35747,35831,normal,aggressive,random_n6,random_traders,71,True
seconds,0.1,2.300159841979618,1.0441955344307368,0.03409435613079274,37443,37719,normal,aggressive,random_n20,random_traders,7,False
seconds,1.0,2.4219141313350367,1.0994679041688755,0.034876095138169486,37443,37719,normal,aggressive,random_n20,random_traders,7,False
seconds,5.0,2.469776777357663,1.1211959425124423,0.03560069098878169,37443,37719,normal,aggressive,random_n20,random_traders,7,False
seconds,15.0,2.405452990740826,1.0919950976332575,0.03674624931555611,37443,37719,normal,aggressive,random_n20,random_traders,7,False
seconds,30.0,2.261543661514061,1.026665081780019,0.03830793235550079,37443,37719,normal,aggressive,random_n20,random_traders,7,False
seconds,60.0,2.046451126601299,0.9290202745165403,0.04164059797641426,37443,37719,normal,aggressive,random_n20,random_traders,7,False
seconds,180.0,1.7063552009638228,0.774628114307751,0.053640099457170694,37443,37719,normal,aggressive,random_n20,random_traders,7,False
seconds,600.0,1.5780292444018627,0.7163724277471912,0.08013497380733607,37443,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.0,1.9547470715060675,0.8897645796452388,0.03345359173963399,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.0833333333333333,2.37181517728826,1.0796062390773278,0.035988146177527644,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.1666666666666667,2.299401336307698,1.0466448029305406,0.037020604522724106,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.25,2.2397344180220475,1.019485529364649,0.038135159427861276,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.3333333333333333,2.1924137888236874,0.9979460573986993,0.03927824173484258,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.4166666666666665,2.159364456580259,0.9829026148788068,0.0404381717204367,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.5,2.129526396559245,0.9693208838615186,0.04141416755168071,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.5833333333333333,2.091491914349349,0.9520082936196321,0.0426002540406938,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.6666666666666665,2.048115474344141,0.9322641433557287,0.04365118708263488,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.75,2.019076342554541,0.9190460696383301,0.044668648359105105,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.8333333333333333,1.9847231008633854,0.9034091117431934,0.04575060154963479,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,1.9166666666666665,1.971414223861807,0.8973511579938442,0.046564288399132577,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.0,1.9641447411574042,0.8940422244151701,0.04753574255281692,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.083333333333333,1.9518876541920225,0.8884630259652011,0.048390641532644614,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.1666666666666665,1.9510568278715679,0.8880848492473263,0.049282937214036385,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.25,1.9524654535391828,0.8887260295019448,0.05035861741144054,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.333333333333333,1.9399411310489452,0.8830251904019369,0.05120773121085732,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.4166666666666665,1.928374880561629,0.8777604478923142,0.0520204254645359,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.5,1.9234108014560698,0.8755008912350529,0.052964121637153534,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.583333333333333,1.9193746220469072,0.8736636972943559,0.053759520809104594,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.6666666666666665,1.9138097272533123,0.8711306604892525,0.054711979046266346,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.75,1.9013030698840547,0.865437862224385,0.055714898973821946,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.833333333333333,1.894189153774844,0.8621997396719534,0.056513148184960754,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,2.9166666666666665,1.873329948496768,0.8527050166530407,0.05721862215224363,37483,37719,normal,aggressive,random_n20,random_traders,7,False
z,3.0,1.8482842661960812,0.8413046870098663,0.05809245896458654,37483,37719,normal,aggressive,random_n20,random_traders,7,False
seconds,0.1,2.2880809567612657,1.0460724987581402,0.03407964247832509,37481,37767,normal,aggressive,random_n20,random_traders,23,False
seconds,1.0,2.4151397396568757,1.1041616577627735,0.034861168975910475,37481,37767,normal,aggressive,random_n20,random_traders,23,False
seconds,5.0,2.4617473421190725,1.1254698772227039,0.03557862931132408,37481,37767,normal,aggressive,random_n20,random_traders,23,False
seconds,15.0,2.386291602366471,1.0909727699436087,0.03673088730569552,37481,37767,normal,aggressive,random_n20,random_traders,23,False
seconds,30.0,2.2521259454881886,1.029634466539847,0.03848947385652249,37481,37767,normal,aggressive,random_n20,random_traders,23,False
seconds,60.0,2.0576696506500687,0.9407322877775657,0.04169155785517904,37481,37767,normal,aggressive,random_n20,random_traders,23,False
seconds,180.0,1.7123015637087553,0.7828357515425003,0.0536350654560912,37481,37767,normal,aggressive,random_n20,random_traders,23,False
seconds,600.0,1.6399589329898183,0.7497619058556706,0.08004221090583784,37481,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.0,1.9427471802329919,0.8907521387522456,0.0334718087095184,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.0833333333333333,2.356084334420134,1.0802677678902624,0.03585424534370799,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.1666666666666667,2.2947576497329263,1.0521494022565192,0.037030592912251574,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.25,2.234623459086782,1.0245777967099012,0.038260255886126374,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.3333333333333333,2.1745302717727077,0.997024991244997,0.039457087674852294,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.4166666666666665,2.125379774388538,0.9744894235133092,0.040505639153873,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.5,2.08148445710479,0.9543633627733742,0.04155647984895559,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.5833333333333333,2.0559751431197024,0.9426673087414779,0.04248619247731423,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.6666666666666665,2.0383749249415652,0.934597585545276,0.04361560645701776,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.75,2.013107949428328,0.9230126440216355,0.04474202125977222,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.8333333333333333,1.978421826464028,0.907109010996278,0.04547971831963234,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,1.9166666666666665,1.9611572329566005,0.8991931721532718,0.04643083435889588,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.0,1.9478455993990698,0.8930897706493073,0.047314663628484674,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.083333333333333,1.9413613821510995,0.8901167485080161,0.048329317656567644,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.1666666666666665,1.918918007223187,0.8798264315685475,0.04930203525157628,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.25,1.8817827294796596,0.8627998578538767,0.050172680293518505,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.333333333333333,1.8624769430459638,0.8539481293680085,0.05095879494290972,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.4166666666666665,1.8517615949913264,0.8490351281837791,0.05190707831610154,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.5,1.840502845586206,0.8438729767652482,0.052697923482546954,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.583333333333333,1.8136336353651286,0.831553408519555,0.0534238398007708,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.6666666666666665,1.8141977212978249,0.8318120426620218,0.05410967957114484,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.75,1.7799069488773476,0.8160896783812801,0.0549158728101113,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.833333333333333,1.761614484804558,0.8077025595313989,0.055894787482378014,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,2.9166666666666665,1.7671456614388639,0.810238611297143,0.05678700401103953,37513,37767,normal,aggressive,random_n20,random_traders,23,False
z,3.0,1.7745317599923633,0.8136251472038766,0.05747115409780252,37513,37767,normal,aggressive,random_n20,random_traders,23,False
seconds,0.1,2.3118079254215838,1.04462328774576,0.03417554062449217,37356,37639,normal,aggressive,random_n20,random_traders,71,False
seconds,1.0,2.4344866091317656,1.1000573956162407,0.03491546159764044,37356,37639,normal,aggressive,random_n20,random_traders,71,False
seconds,5.0,2.478845715390922,1.1201016886184167,0.03568802945025745,37356,37639,normal,aggressive,random_n20,random_traders,71,False
seconds,15.0,2.4031251834398857,1.0858862894207848,0.036834290772139774,37356,37639,normal,aggressive,random_n20,random_traders,71,False
seconds,30.0,2.2639916866187293,1.0230168402391986,0.03865513540337781,37356,37639,normal,aggressive,random_n20,random_traders,71,False
seconds,60.0,2.0720959552015352,0.9363060250139886,0.042030572534860366,37356,37639,normal,aggressive,random_n20,random_traders,71,False
seconds,180.0,1.7340832078590898,0.7835701581861028,0.053744269787078434,37356,37639,normal,aggressive,random_n20,random_traders,71,False
seconds,600.0,1.6791041685236954,0.7587270973954146,0.08069378036356384,37356,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.0,1.9687984760772608,0.8911970732257789,0.03358283621342414,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.0833333333333333,2.375149680744717,1.0751361653683895,0.036008334717902296,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.1666666666666667,2.2927183806105966,1.0378227814368381,0.03717465131831612,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.25,2.2383676178311473,1.0132203443132872,0.038300044812977364,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.3333333333333333,2.1912033864640907,0.9918709652549428,0.039663158140080694,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.4166666666666665,2.1412828234812036,0.9692739040703087,0.04091490920940528,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.5,2.114152511875784,0.9569930868143812,0.04203175207298978,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.5833333333333333,2.071753555669533,0.9378007590378352,0.04293353875795763,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.6666666666666665,2.0335615409586993,0.9205127470119894,0.04410428834641646,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.75,2.0148664197671216,0.9120502062837318,0.04506775680279944,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.8333333333333333,1.980516223696273,0.8965012333568193,0.04607377263658391,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,1.9166666666666665,1.951517750618195,0.8833747734122285,0.04718395119296973,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.0,1.9392001656504676,0.8777990906768779,0.04796639332021861,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.083333333333333,1.9273625956577332,0.8724406917041959,0.04900094472629332,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.1666666666666665,1.9149371777878077,0.8668161972859819,0.04996437205943984,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.25,1.906892744652271,0.8631748010977671,0.050992441173004804,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.333333333333333,1.9010657386579817,0.8605371463297045,0.05176485176420105,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.4166666666666665,1.8704562927140767,0.8466814627898517,0.05267032976489303,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.5,1.8437191449160102,0.8345786152137411,0.05354645493938,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.583333333333333,1.8265945371850887,0.8268269837108844,0.054299000323886855,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.6666666666666665,1.8207835539950035,0.8241965818315176,0.05496970270856396,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.75,1.803474440731852,0.8163614319836827,0.055660834134109334,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.833333333333333,1.7929132026300014,0.8115807778942083,0.05643225243847014,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,2.9166666666666665,1.7932029406428431,0.8117119308142173,0.05730142139318689,37402,37639,normal,aggressive,random_n20,random_traders,71,False
z,3.0,1.7770806222333535,0.8044139959799832,0.05788531850018028,37402,37639,normal,aggressive,random_n20,random_traders,71,False
seconds,0.1,0.6755561405731424,1.0703039206653733,0.023556061613535274,8414,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
seconds,1.0,0.7364693226987488,1.1668105079549633,0.02466534677182184,8414,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
seconds,5.0,0.7619553013425582,1.2071887107810388,0.027419892512067248,8414,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
seconds,15.0,0.754069668638243,1.1946952656127436,0.034148262564098274,8414,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
seconds,30.0,0.7767028437471627,1.2305536859590243,0.04219630039616711,8414,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
seconds,60.0,0.8121791181886031,1.286759815020423,0.05459017342961267,8414,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
seconds,180.0,0.7856299400911606,1.2446971533088025,0.08859841945999737,8414,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
seconds,600.0,0.5731910753417415,0.9081238677042933,0.15455420346476142,8414,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.0,0.377279263387669,0.5974223146712052,0.021546021028331728,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.0833333333333333,0.7107613837647889,1.1254917836057974,0.024205481497478826,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.1666666666666667,0.7179946103424789,1.1369456094158434,0.024664789359274387,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.25,0.7260014394561877,1.1496244360742105,0.025238685556339516,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.3333333333333333,0.7389046448967576,1.1700566824472702,0.02592650855102149,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.4166666666666665,0.7483097138569255,1.1849496241302386,0.02662164624193243,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.5,0.748584737943456,1.1853851252094394,0.027269515753975154,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.5833333333333333,0.7469596264686873,1.1828117585999487,0.027867576171302505,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.6666666666666665,0.7534202564992757,1.1930421765467267,0.028368560757592323,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.75,0.754990327515112,1.1955283865018052,0.028852727682298473,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.8333333333333333,0.7510115830245153,1.189228038261846,0.02935646639957884,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,1.9166666666666665,0.7522144959161258,1.1911328527422416,0.02970929742145944,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,2.0,0.7510522705992714,1.1892924671012974,0.03025522668872217,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,2.083333333333333,0.7520636379792602,1.1908939689588618,0.030654217965517122,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,2.1666666666666665,0.7542154500886277,1.1943013668624007,0.031233369292504563,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,2.25,0.7574318656835153,1.199394566081431,0.03167518643567981,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,2.333333333333333,0.7606221236261808,1.2044463446164917,0.03207944825380321,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,2.4166666666666665,0.7595258803821809,1.202710441693038,0.0325654153185979,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
z,2.5,0.7590190859453894,1.201907931894933,0.032994055424553984,8462,8467,normal,aggressive,threshold_wait5s,time_threshold,7,True
