A,delta,ci_low,ci_high,power_r2,linear_r2,n,fit_min_participation,all_grid_delta,distance_from_half,impact_at_1pct,impact_at_5pct,strategy,mean_shortfall,shortfall_std,mean_paired_cost,mean_penalized_cost,completion_rate,minimum_completion,runtime_seconds
0.006000739333128154,0.4987377969789553,0.4987377969789553,0.4987377969789553,0.999997233726509,0.9669928283024467,48,0.01,0.49518915857874,0.0012622030210446833,0.0006025082155753614,0.001346860685035537,twap,0.0004964725547216051,0.0012883757748736438,0.000496472554721587,0.000496472554721587,1.0,1.0,29.184106500004418
