number,value,params_large_order_multiplier,params_large_order_pareto,params_large_order_probability,params_market_maker_asymmetric_liquidity,params_market_maker_flow_response,params_market_maker_flow_signal_decay,params_market_maker_inventory_signal_decay,params_market_maker_inventory_skew,params_market_maker_level_spacing_ticks,params_market_maker_queue_imbalance_response,params_market_maker_quote_size,params_market_maker_quote_size_sigma,params_market_maker_refresh_seconds,params_market_maker_spread_sensitivity,params_market_order_arrival_rate,params_order_flow_burst_interval_seconds,params_order_flow_burst_probability,params_order_flow_hawkes_branching,params_order_flow_hawkes_decay,params_order_flow_long_memory_exponent,params_order_flow_long_memory_probability,params_reference_price_volatility,params_sign_regime_switch_probability,params_trade_sign_persistence,params_trade_size_median,params_trade_size_sigma,user_attrs_loss_std,user_attrs_metric_distances,user_attrs_seed_losses,state
25,4.356196956967147,10.099937248293136,1.4990618820606538,0.008682990899604687,0.8353080888614256,7.7958434623982535,0.11983583386312499,0.24383256582785354,0.08873591132263281,4.0,-0.5598623653743505,0.1701177972677317,1.4940803638069395,0.1770498527067645,0.2501214199937749,0.368986194511906,0.0010152051107163147,0.17971507670842918,0.7667992059562553,0.4217073601674687,0.25395350983375364,0.5599327604642246,8.703819199491711,0.012023099942066531,0.8227433087125667,0.0012425570140311285,3.4770269079567857,0.0,"{'arrival_clustering': 0.5530164067800094, 'trade_size_tail_p99_to_median': 0.5304501656294309, 'trade_size_tail_top_1pct_volume_share': 0.34018403515259465, 'spread_one_tick_share': 0.15952768920712823, 'ofi_slope': 0.3062381131751524, 'ofi_r2': 0.6969905821226305, 'sign_memory_exponent': 1.3888375887097246, 'response_monotone_fraction': 0.16666666458333343, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[4.356196956967147],COMPLETE
26,3.598532722759663,21.286909372101878,1.5383820668857948,0.016872336675846644,0.6158371529068717,1.3783166485533316,1.7831000482745931,0.05120911437932209,0.0248750800958527,3.0,-1.1494669443029668,0.6737852403209256,1.7852289270223125,0.3821255175275693,0.00010002449541569533,0.6390051618366042,0.028069825735580003,0.06447988905028,0.6373839257696127,0.09624817980660884,0.42300602960904155,0.8525311926329948,4.654775480413764,0.0893495510955141,0.882119872234626,0.0019776544713112306,2.400549542995494,0.0,"{'arrival_clustering': 0.7227305076415246, 'trade_size_tail_p99_to_median': 0.22136593620940928, 'trade_size_tail_top_1pct_volume_share': 0.16515884624062965, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.8742690478954089, 'ofi_r2': 0.4888675290727335, 'sign_memory_exponent': 0.6015506982674786, 'response_monotone_fraction': 0.28571428214285727, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[3.598532722759663],COMPLETE
27,4.714953605778285,42.887179543947056,1.2019261844912967,0.01831151796198305,0.3593055491910089,0.8708712846242558,0.7261185160417488,0.05466082534044169,0.01732601333040009,2.0,-1.8965323844574848,0.8566677288541397,1.7812474387315411,0.42811479073557135,0.00011898585500349787,0.7474341018437494,0.03532077339741116,0.050541242632305694,0.7685398561251894,0.033474586666119945,0.45167373046945386,0.8483560431731487,4.8316816920026096,0.09802136176651226,0.8976459688670804,0.0022203703818692113,2.343129607277455,0.0,"{'arrival_clustering': 1.1346232389782944, 'trade_size_tail_p99_to_median': 0.3963890809603255, 'trade_size_tail_top_1pct_volume_share': 0.03269332550824692, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.9291667038233564, 'ofi_r2': 0.4568037665461317, 'sign_memory_exponent': 1.0621159061901662, 'response_monotone_fraction': 0.10714285580357147, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.46428570848214296}",[4.714953605778285],COMPLETE
28,6.1566108360485385,26.21980685989485,1.4431133425063116,0.008768248803754387,0.5283719616719487,0.9697773380221698,0.8783813570458153,0.056286614161610085,0.02046185231105914,3.0,-0.47251993395830894,0.1428457143724014,1.1550612171427437,0.3535025206080518,0.0001128159278502801,0.6648417390901351,0.027445228806185364,0.07068591722360218,0.6549681523313535,0.07062928047987764,0.47318090145882796,0.8653774473178284,3.741343103190381,0.09331910837757026,0.912928047839512,0.0024409663370662292,2.0223941866294988,0.0,"{'arrival_clustering': 1.264583568452617, 'trade_size_tail_p99_to_median': 0.895619785240142, 'trade_size_tail_top_1pct_volume_share': 0.3587558905385209, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.8580057920939879, 'ofi_r2': 0.986104076457138, 'sign_memory_exponent': 0.9118087131550833, 'response_monotone_fraction': 0.6428571348214287, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[6.1566108360485385],COMPLETE
29,3.8658981267162407,85.35555263233732,1.439832541833144,0.012362595589784035,0.37045840016405573,1.4882544744031239,0.05562400163561486,0.10916867108195939,0.010185579250300936,2.0,-1.2583731593718825,0.48919561038877635,1.440654379910521,0.4189544398040167,0.0005372176593486884,0.6443024176806091,0.09344439442491102,0.2061946419079419,0.5676797827152268,0.020516132442677863,0.4577698693450911,0.9699478826462088,5.578647102792979,0.08734084423134547,0.8874103123718915,0.0012374166566116985,2.374872683402813,0.0,"{'arrival_clustering': 0.8009095847909626, 'trade_size_tail_p99_to_median': 0.6380619185512099, 'trade_size_tail_top_1pct_volume_share': 0.44521701555484905, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.6061798757007558, 'ofi_r2': 0.31522529566812796, 'response_monotone_fraction': 0.46428570848214296, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.46428570848214296}",[3.8658981267162407],COMPLETE
30,4.2047109761252,58.3497284762054,2.006134102405723,0.018580666379135927,0.25433092010311753,0.27624653978313374,0.05292580789589273,0.05237100816316104,0.01075329622951411,2.0,-1.9326869586145983,0.4272888772196726,0.23782328308029255,0.3194672869111383,0.0009763503734454458,0.25870605334404806,0.07713106770056714,0.3617875163471751,0.48003880705988544,0.020302947515078835,0.46924035212255216,0.7528022561504257,3.0307691721544465,0.15460092315593785,0.8905191090211332,0.0009474525298150087,2.501802857592039,0.0,"{'arrival_clustering': 1.2070528700504852, 'trade_size_tail_p99_to_median': 0.896526788250017, 'trade_size_tail_top_1pct_volume_share': 0.68093995949318, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.4541337727991531, 'ofi_r2': 0.2033721929808385, 'response_monotone_fraction': 0.16666666458333343, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.46428570848214296}",[4.2047109761252],COMPLETE
31,5.841925195220223,108.61240452675554,1.4152333521168057,0.01241997181334492,0.5566931531630447,1.2306248522153296,0.05351822102069254,0.11910345613062685,0.010013335314325768,2.0,-1.2391060336319217,0.5235537062931123,1.455397035807845,0.430105995272126,0.0005402745481270487,0.6649523880897295,0.09122578531034546,0.16610836529094924,0.5807867796174893,0.011520974381981193,0.43550869128614916,0.9615108653702737,5.914143187922887,0.08133225460269086,0.8904852021903258,0.001278579300151675,2.352810759794632,0.0,"{'arrival_clustering': 1.1576976060141762, 'trade_size_tail_p99_to_median': 0.5196675834608581, 'trade_size_tail_top_1pct_volume_share': 0.3808377169173874, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.5599254699402333, 'ofi_r2': 0.616352386435768, 'sign_memory_exponent': 1.9042828486800365, 'response_monotone_fraction': 0.10714285580357147, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.46428570848214296}",[5.841925195220223],COMPLETE
32,6.091705746220541,113.78818665382576,1.3858811808170386,0.013076889935634694,0.5726265916544916,1.6254711963072368,0.10130265358375654,0.11095451683118286,0.02269223677303921,2.0,-1.288544074061421,0.08079305778553966,1.4239919036375488,0.44535163031316277,0.00033160459375774245,0.6367634852276007,0.026198391524853277,0.14607306579815257,0.5738591254592527,0.07439502735303281,0.4376663739807429,0.9714310585583285,5.689129420587616,0.08651945519545298,0.9022186191012413,0.0012541046894948597,2.3079821928812607,0.0,"{'arrival_clustering': 1.2775805598947376, 'trade_size_tail_p99_to_median': 0.8206772525857637, 'trade_size_tail_top_1pct_volume_share': 0.4353531282657678, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.9401423925709843, 'ofi_r2': 0.6849203760268501, 'sign_memory_exponent': 0.6495133175019947, 'response_monotone_fraction': 0.6874999914062501, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.46428570848214296}",[6.091705746220541],COMPLETE
33,3.869092368216597,106.76462137935508,1.4459120015037419,0.014094429830417376,0.38981947824323454,1.479114097732974,0.0506530558625783,0.09792802584300098,0.02395063201821456,3.0,-1.0718057305774409,0.5350392110819943,1.4364784671802906,0.446485418254121,0.00010456329904737128,0.6322344679322455,0.08768476383807429,0.056808782179836856,0.6515930198223341,0.07447704010507286,0.46344794101262493,0.8721650939329695,6.24492194513988,0.07874062073903465,0.8918820711312052,0.001307277449255665,2.454549290040239,0.0,"{'arrival_clustering': 1.2242633483494736, 'trade_size_tail_p99_to_median': 0.7538419276715215, 'trade_size_tail_top_1pct_volume_share': 0.45541757107432435, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.5692204024893402, 'ofi_r2': 0.4617505539034941, 'sign_memory_exponent': 0.058579833635250836, 'response_monotone_fraction': 0.10714285580357147, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[3.869092368216597],COMPLETE
34,2.192715811014606,70.71486010722424,1.66557353531658,0.01726416171677557,0.307169055842925,2.050698322207422,0.055759916661234726,0.0858103239109552,0.010965776069986841,3.0,-1.2549277327404382,0.44201796073322225,1.2206769639403163,0.36927190038529056,0.00010951642492734979,0.6699473370003586,0.07826300323336428,0.06196115190378978,0.6433230974313418,0.023472246404192064,0.5306436976386217,0.8356767102553156,5.418058664255916,0.10164354203819517,0.8862416528016624,0.0012131273430539555,2.5559357083766923,0.0,"{'arrival_clustering': 0.10470733802148086, 'trade_size_tail_p99_to_median': 0.6707841267876644, 'trade_size_tail_top_1pct_volume_share': 0.0966340500178721, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.20700333758833825, 'ofi_r2': 0.17618552096356294, 'sign_memory_exponent': 0.41281128020320906, 'response_monotone_fraction': 0.28571428214285727, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[2.192715811014606],COMPLETE
35,3.1868497552398902,56.40841355012747,1.7922151945149474,0.01936651669490996,0.23656958025175534,2.7308839297530114,1.7171842551538283,0.05154823923833877,0.010292123200931744,2.0,-1.3412842540932268,0.3761619436016255,0.9300907343791591,0.27195197500825974,0.0006968190701918685,0.7016673850800015,0.09984446114785252,0.05227599178140896,0.6111846162762065,0.010304155232767556,0.5772856472633537,0.7731098056241265,4.175351945636925,0.11639889478078307,0.8803142949918619,0.0010398944879009906,2.562275555353504,0.0,"{'arrival_clustering': 1.2473234723630173, 'trade_size_tail_p99_to_median': 0.19552042988967025, 'trade_size_tail_top_1pct_volume_share': 0.006855306564517127, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.30563670040819163, 'ofi_r2': 0.49435313698975997, 'sign_memory_exponent': 0.23399912525297006, 'response_monotone_fraction': 0.10714285580357147, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.46428570848214296}",[3.1868497552398902],COMPLETE
36,3.87808101012917,51.632479147171104,1.9389758900420586,0.020577568022236117,0.030650857787692165,2.967181848974934,1.8282589540525107,0.05070209531144942,0.010087542147332573,3.0,-1.4662699286906524,0.3136925809252271,0.7756243586563338,0.24898061505247637,0.00010217855816707485,0.7313806913484491,0.09103218864763218,0.0583092238204859,0.6405377399020882,0.010688665002678628,0.6105269835976042,0.7222122723738669,3.4041101299639718,0.1267429327743437,0.8693013788448578,0.0008150696660432228,2.651980875825223,0.0,"{'arrival_clustering': 1.1939592484177342, 'trade_size_tail_p99_to_median': 0.4530246376665977, 'trade_size_tail_top_1pct_volume_share': 0.41769433154492214, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.24965087239816172, 'ofi_r2': 0.36884590185745547, 'sign_memory_exponent': 0.8488872871511063, 'response_monotone_fraction': 0.10714285580357147, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[3.87808101012917],COMPLETE
37,3.88782693083564,40.28589606895789,1.8748502207368116,0.021009369546212426,0.18519293005445314,2.99177684191402,1.845941461033206,0.05283297615778248,0.011146920949495287,3.0,-0.8946117656112127,0.33649843981901906,0.8521347678911511,0.2675435741602229,0.001984204669599751,0.7378809887110654,0.04615800656173716,0.053116064200202096,0.657648465401334,0.0060801883007293575,0.6251385764850929,0.743172144443142,3.5723848924674235,0.11988546872532982,0.9045375651091085,0.0009165166956712372,2.669238171905695,0.0,"{'arrival_clustering': 1.150092825089344, 'trade_size_tail_p99_to_median': 0.6315691176457328, 'trade_size_tail_top_1pct_volume_share': 0.5067293094889568, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.26961051555214666, 'ofi_r2': 0.0914170334743298, 'sign_memory_exponent': 0.7495322574205093, 'response_monotone_fraction': 0.24999999687499996, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[3.88782693083564],COMPLETE
38,4.00670847224597,45.61325854985292,1.806305588970639,0.01863386440115746,0.24465358597672793,3.054707173436748,1.8703372971583683,0.05508011740374252,0.023870329094789935,2.0,-1.4759907088075646,0.3440436693676869,0.9448503975787412,0.28879425682642573,0.0006695333558466854,0.678473367254446,0.09719803907845588,0.05214693735900782,0.6542006639045838,0.009212208700086277,0.56015988698639,0.7541157841926348,2.8589031458611354,0.11911351632637758,0.8753931433224659,0.0019063277616059972,2.6225605628761866,0.0,"{'arrival_clustering': 1.093714835714559, 'trade_size_tail_p99_to_median': 0.5014005537399041, 'trade_size_tail_top_1pct_volume_share': 0.3594604730791488, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.25937447805636993, 'ofi_r2': 0.4441903139283315, 'sign_memory_exponent': 0.2882633812773215, 'response_monotone_fraction': 0.46428570848214296, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.46428570848214296}",[4.00670847224597],COMPLETE
39,3.4333903707046005,21.623416780923176,1.7847612504784733,0.01881917609142874,0.2729024361268274,3.204582577383908,1.7891131303454428,0.05662386137992247,0.010067779202328087,3.0,-0.6375798133793914,0.3580603918755804,0.9930960485016112,0.30633308903555156,0.00010385740792090496,0.6852701022536273,0.04304444574295026,0.07811871383145791,0.6124481444493222,0.00739464693918877,0.5787960928588365,0.7707595349184417,4.187861803932897,0.11099954087283523,0.9209603068920152,0.000961415035537294,2.6330958913527884,0.0,"{'arrival_clustering': 1.2116189232318897, 'trade_size_tail_p99_to_median': 0.3140266416452013, 'trade_size_tail_top_1pct_volume_share': 0.35194266393995627, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.19330180982886708, 'ofi_r2': 0.08686671358714185, 'sign_memory_exponent': 0.9296148873783523, 'response_monotone_fraction': 0.10714285580357147, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[3.4333903707046005],COMPLETE
40,4.881517919853668,55.275006986101324,1.9430413464164569,0.02994598921101101,0.006784274728036999,4.167516908796558,2.3670376825315316,0.09424333771062643,0.01048571906893851,2.0,-0.38200592269735933,0.286293052802962,0.9283964921207947,0.24881595387076821,0.0008718237387462656,0.7460770619755921,0.04916928302921979,0.13204805530122782,0.5552736309153165,0.005108133379685283,0.6689292665215547,0.7676267005671898,2.0555993417925587,0.1200861904919327,0.9497360869583231,0.0008685947750040196,2.6894941556816656,0.0,"{'arrival_clustering': 1.1859689234243358, 'trade_size_tail_p99_to_median': 0.483075687269031, 'trade_size_tail_top_1pct_volume_share': 0.38687515796959115, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.4647104585435072, 'ofi_r2': 0.2380080354596011, 'sign_memory_exponent': 0.5268609417194086, 'response_monotone_fraction': 0.9999999875000001, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.46428570848214296}",[4.881517919853668],COMPLETE
41,5.487280254476308,21.121269478055677,1.7374340357531701,0.018943797917748462,0.2903221413653924,2.5163528392613554,1.505433785864288,0.05351960169199675,0.010115758133558134,3.0,-0.762263450464387,0.3973371767202535,0.9996405601589974,0.28767047029147613,0.00011162695196642445,0.6717879380774676,0.040568477805911086,0.05465145920527141,0.6280123366114501,0.008455498542981279,0.5838895670685906,0.7952003660801442,4.233229645080669,0.10994168763791731,0.9210748663806917,0.000949205251977351,2.6107958538431446,0.0,"{'arrival_clustering': 1.1810618358433123, 'trade_size_tail_p99_to_median': 0.8491218148738763, 'trade_size_tail_top_1pct_volume_share': 0.3092186754972728, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.026692756760761716, 'ofi_r2': 0.05566840031402257, 'sign_memory_exponent': 1.8266409083974413, 'response_monotone_fraction': 0.9999999875000001, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[5.487280254476308],COMPLETE
42,4.488352421601578,21.076450090618437,1.7760360154266328,0.01852768653085791,0.28768564659603946,2.844546671357096,1.7901204933600132,0.050804953470768174,0.021441459426476864,3.0,-0.9378591756386072,0.34420688139676175,1.03796008119128,0.34791930407645844,0.00010285079705061737,0.6652637135499344,0.04789184158445569,0.05085670330964011,0.6552754423482201,0.010255086185612322,0.5638045464298291,0.8048915778518617,4.1977809226475555,0.10616690401305602,0.9081365374450253,0.0009768015422256294,2.592377572382834,0.0,"{'arrival_clustering': 0.9832934803988519, 'trade_size_tail_p99_to_median': 0.2628247460772063, 'trade_size_tail_top_1pct_volume_share': 0.42988104801327204, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.10721139663054886, 'ofi_r2': 0.4181360759962757, 'sign_memory_exponent': 1.2267012380350881, 'response_monotone_fraction': 0.8214285611607145, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[4.488352421601578],COMPLETE
43,3.2854343595508175,23.097362599582034,1.7506636001823,0.018236006241280925,0.2774752508638515,2.760088078908482,1.1956273233187624,0.07762632723635306,0.01143898549096432,3.0,-0.9441662630268659,0.43798762820897386,1.0830702311864042,0.33684009854299557,0.00010868512647825809,0.6723679538990519,0.04138509881832183,0.051110768507450346,0.6173039934997414,0.013572035544191934,0.5565184791029183,0.8143613120638882,4.240916269307673,0.10709936301429793,0.8860121502056408,0.001071062102473489,2.614272933787423,0.0,"{'arrival_clustering': 0.8861947941736362, 'trade_size_tail_p99_to_median': 0.4019646536598908, 'trade_size_tail_top_1pct_volume_share': 0.14142627764696544, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.2213153360644314, 'ofi_r2': 0.4474645124038635, 'sign_memory_exponent': 0.6624786281695519, 'response_monotone_fraction': 0.28571428214285727, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[3.2854343595508175],COMPLETE
44,1.8909558284019745,29.95011987918954,1.7779383412887348,0.021933679837818763,0.2199233245077802,4.038891032777346,0.839202921614529,0.09714483391789108,0.012387890919282989,3.0,-0.5978706462867941,0.34612316422657585,1.0426745076933628,0.29467656968213457,0.0004736931508943278,0.6943778073291479,0.05357040547805406,0.05694993840138571,0.5821651375149867,0.008979918211023535,0.5892175308185504,0.7096604552579633,3.48892650221506,0.12122162290648339,0.9169698653182501,0.0010162859509702236,2.707345215160148,0.0,"{'arrival_clustering': 1.158996957008111, 'trade_size_tail_p99_to_median': 0.15761021486945317, 'trade_size_tail_top_1pct_volume_share': 0.03742605285777838, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.023184974783700935, 'ofi_r2': 0.16771889778973897, 'response_monotone_fraction': 0.10714285580357147, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[1.8909558284019745],COMPLETE
45,4.496301474062736,42.9620506525108,1.815327098542368,0.024955749577875132,0.19958363761385822,4.390469830286929,0.6213234849074964,0.10697003081373191,0.010517129005293866,3.0,-0.7255044977773959,0.3272214382041927,1.070718171625911,0.2500805205555734,0.0010066767120134007,0.6959877311732381,0.09120605059138714,0.06228570175296345,0.35350426312570543,0.015551908859902118,0.650104242151381,0.6381280857616567,2.8618028074933157,0.14032132339059367,0.875093829376071,0.00110502897224898,2.778378065044253,0.0,"{'arrival_clustering': 1.2283901011521368, 'trade_size_tail_p99_to_median': 0.13290956089453926, 'trade_size_tail_top_1pct_volume_share': 0.03688404291788301, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.527127954276978, 'ofi_r2': 0.37983078985569624, 'sign_memory_exponent': 0.952283162175881, 'response_monotone_fraction': 0.9999999875000001, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[4.496301474062736],COMPLETE
46,4.600513713090282,36.557471549718485,1.7331672739542572,0.022795542293187514,0.185364713390056,4.187701616843685,0.6987533709730765,0.1079253770665599,0.01003165335977446,2.0,-0.8209551937148777,0.21753840459390442,0.6972868064984727,0.3044828900941744,0.0007758147319457336,0.7142752339450462,0.047263912345282606,0.13437906911552477,0.5382277252795605,0.01639566097178229,0.5953894700277546,0.6903826447342262,3.076949267999264,0.12391617481529664,0.9046480071779615,0.0010497882816713473,3.23727220416174,0.0,"{'arrival_clustering': 1.2216342379697658, 'trade_size_tail_p99_to_median': 0.15909494230810423, 'trade_size_tail_top_1pct_volume_share': 0.47998178606823144, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 1.1916736441896016, 'ofi_r2': 0.13068181342567273, 'response_monotone_fraction': 0.8214285611607145, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.46428570848214296}",[4.600513713090282],COMPLETE
47,4.370259307821733,63.75275547246069,1.7813963393824057,0.022474575522508547,0.22128955795597816,4.198234228775033,0.5569218540856677,0.10290210215102563,1.9674453736504895,3.0,0.2785992783159177,0.12200739329107807,1.1305041945511163,0.3200562249997776,0.0006172234352637988,0.3127419765255932,0.09644541039707256,0.05142723028879789,0.572331327673211,0.003143441237482172,0.5520625048076951,0.6968319599460351,3.0332751242064395,0.1158427320755103,0.9207493731487002,0.0007548661407594454,2.69944388455987,0.0,"{'arrival_clustering': 1.0503535282997039, 'trade_size_tail_p99_to_median': 0.7907294512297786, 'trade_size_tail_top_1pct_volume_share': 0.687023864540541, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.7886214149284166, 'ofi_r2': 0.23132184749200593, 'response_monotone_fraction': 0.5833333260416668, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[4.370259307821733],COMPLETE
48,4.369895155113787,31.737243494986394,2.052379980351747,0.020644688438630432,0.25570187503339326,3.2453554995588276,0.9024438080604603,0.10653525291951746,0.019961742621601896,1.0,-1.2570633597553993,0.4301371802471729,1.1530007205576598,0.24651077607411567,0.0033679312958770687,0.6891681078776491,0.0458602757223999,0.14375302721458877,0.6750348914757475,0.01676248711738759,0.5515029724513042,0.8263059714199371,4.195898659036225,0.10838656964703888,0.8723003577313422,0.0011283400531424258,2.662505357116454,0.0,"{'arrival_clustering': 1.132995171475897, 'trade_size_tail_p99_to_median': 0.25829667326178957, 'trade_size_tail_top_1pct_volume_share': 0.1073461260786103, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.503105396249245, 'ofi_r2': 0.3892434860181702, 'sign_memory_exponent': 0.9543181508475969, 'response_monotone_fraction': 0.24999999687499996, 'depth_shape_bid': 0.46428570848214296, 'depth_shape_ask': 0.28571428214285727}",[4.369895155113787],COMPLETE
49,4.093322538569879,54.23785523057869,1.7376933794603722,0.018217754533993175,0.006412349898155867,2.8935842038651574,0.9634196634036595,0.11088947321166231,0.018895524169860994,5.0,-0.29217094591857967,0.2426428989852984,1.1026722109318405,0.33655907092557746,0.000471328793152512,0.6585968530979903,0.0010190747433362931,0.05569542874955218,0.5633457851319487,0.0057772855575223174,0.6669351174366547,0.824526398025811,2.498921059350938,0.14237174318019796,0.9202349581352074,0.001102571819876555,3.228663485167911,0.0,"{'arrival_clustering': 1.0051663077361053, 'trade_size_tail_p99_to_median': 0.622083360499965, 'trade_size_tail_top_1pct_volume_share': 0.6244860690465885, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.1734798728066063, 'ofi_r2': 0.22747569272238305, 'sign_memory_exponent': 0.38032679930789515, 'response_monotone_fraction': 0.8214285611607145, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[4.093322538569879],COMPLETE
50,3.5440138992360533,24.705878538564402,1.7266143469413386,0.022775843541039155,0.3073427216213137,0.05071892929651884,0.10456406013898073,0.09764035178412575,0.010546902841655968,3.0,-1.3304568445646412,0.41664063931919915,0.7545408589678606,0.20995012346190586,0.0004751774824656079,0.7381122763923367,0.05248552032622369,0.47371268982451264,0.6809599381341838,0.0010696976513779675,0.563811775855356,0.7096567143678668,5.1041279229795755,0.10628794109035172,0.8630550218541977,0.0006639780494741233,2.81375564121163,0.0,"{'arrival_clustering': 1.2674195828803436, 'trade_size_tail_p99_to_median': 0.4839294021501472, 'trade_size_tail_top_1pct_volume_share': 0.5655791635425225, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.5114205921695782, 'ofi_r2': 0.10178928789134103, 'response_monotone_fraction': 0.37499999531250006, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[3.5440138992360533],COMPLETE
51,4.783086672402028,19.52290631612747,1.774130614927283,0.01841967926318698,0.31036675243001555,3.5847550082714514,1.310294076839984,0.07703057893778276,0.011557760809448116,3.0,-0.4376679950733712,0.3419836545831009,0.9759502611539682,0.31555868790978675,0.00011768165772883898,0.670506154697225,0.04251139697899066,0.1322431140425885,0.596599318463077,0.005591569742338466,0.5681763783119378,0.7674284442023186,4.165217562824596,0.11604305979975416,0.9298898534530348,0.0009204537207757731,2.6049754685391413,0.0,"{'arrival_clustering': 1.1704099785128184, 'trade_size_tail_p99_to_median': 0.5414034143009894, 'trade_size_tail_top_1pct_volume_share': 0.5901678681859022, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.07047034838369345, 'ofi_r2': 0.5722655695981015, 'sign_memory_exponent': 0.9566364833094739, 'response_monotone_fraction': 0.6428571348214287, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[4.783086672402028],COMPLETE
52,3.3388697434192403,26.906088129581157,1.7368628515724867,0.01820500124757759,0.27913304730047,2.622051727483391,1.2710232268914554,0.07424166860199127,0.01012959427980886,3.0,-0.5468882723963951,0.370112798417977,1.0712192465497132,0.31953029027605395,0.00010320599026855052,0.6724483751257859,0.04728289283865754,0.05379431477246442,0.6149882623552599,0.008525116127802016,0.5562677924839661,0.800274389311837,4.176783888562081,0.10743171065835067,0.9255405445333014,0.0009754953102904536,2.5983954964673712,0.0,"{'arrival_clustering': 1.080839755393286, 'trade_size_tail_p99_to_median': 0.6304880670447106, 'trade_size_tail_top_1pct_volume_share': 0.290118338568479, 'spread_one_tick_share': 0.024590163682477854, 'ofi_slope': 0.32337176218916036, 'ofi_r2': 0.3647306712036811, 'sign_memory_exponent': 0.12473099158744512, 'response_monotone_fraction': 0.28571428214285727, 'depth_shape_bid': 0.10714285580357147, 'depth_shape_ask': 0.10714285580357147}",[3.3388697434192403],COMPLETE
