A,delta,ci_low,ci_high,power_r2,linear_r2,n,fit_min_participation,all_grid_delta,distance_from_half,impact_at_1pct,impact_at_5pct,strategy,mean_shortfall,shortfall_std,completion_rate,minimum_completion,runtime_seconds
3.055295848442886e-05,0.4231894042425845,0.4056724404361644,0.44114735800659366,0.9982381752567319,0.9462380264209799,240,0.01,0.4093935502184505,0.0768105957574155,4.232188263585072e-06,8.83456382021586e-06,pov,4.450962668213527e-06,8.150146793658117e-05,1.0,1.0,144.71630709999954
1.9971620645055158e-05,0.48915908512370837,0.4382758660513075,0.5413614852658581,0.9881915415342689,0.9898438554261275,240,0.01,0.35045416362757315,0.01084091487629163,2.2748930486302753e-06,4.390796954554228e-06,rl,9.888403162647328e-07,0.00024212510178835733,0.9820957645369165,0.8651563856336805,144.71630709999954
1.0881146369850161e-05,0.4098470145100994,0.3843925302484847,0.44245624161984554,0.9700155555529274,0.9782055694288994,240,0.01,0.25538215712319157,0.09015298548990058,1.851781368766709e-06,2.8040557900056606e-06,twap,9.46539663696167e-07,0.00019909867876008312,1.0,1.0,144.71630709999954
